true_activity,pred_activity,confidence,is_correct,reliability,traffic_light
standing,ironing,0.85,0,0.0,GREEN
standing,ironing,0.866,0,0.0,GREEN
standing,ironing,0.764,0,0.0,GREEN
standing,ironing,0.826,0,0.0,GREEN
standing,ironing,0.881,0,0.0,GREEN
standing,ironing,0.905,0,0.0,GREEN
standing,ironing,0.88,0,0.0,GREEN
standing,ironing,0.855,0,0.0,GREEN
standing,ironing,0.683,0,0.0,YELLOW
standing,ironing,0.673,0,0.0,YELLOW
standing,ironing,0.571,0,0.0,YELLOW
standing,ironing,0.484,0,0.0,YELLOW
standing,ironing,0.404,0,0.0,RED
standing,ironing,0.43,0,0.0,RED
standing,ironing,0.439,0,0.0,RED
standing,ironing,0.421,0,0.0,RED
standing,ironing,0.418,0,0.0,RED
standing,ironing,0.472,0,0.0,YELLOW
standing,ironing,0.451,0,0.0,YELLOW
standing,ironing,0.438,0,0.0,RED
standing,ironing,0.418,0,0.0,RED
standing,ironing,0.434,0,0.0,RED
standing,standing,0.621,1,0.621,YELLOW
standing,standing,0.56,1,0.56,YELLOW
standing,standing,0.393,1,0.393,RED
standing,standing,0.42,1,0.42,RED
standing,standing,0.45,1,0.45,YELLOW
standing,standing,0.506,1,0.506,YELLOW
standing,standing,0.506,1,0.506,YELLOW
standing,standing,0.49,1,0.49,YELLOW
standing,standing,0.419,1,0.419,RED
standing,standing,0.387,1,0.387,RED
standing,standing,0.53,1,0.53,YELLOW
standing,standing,0.345,1,0.345,RED
standing,standing,0.506,1,0.506,YELLOW
standing,standing,0.503,1,0.503,YELLOW
standing,standing,0.41,1,0.41,RED
standing,standing,0.398,1,0.398,RED
standing,standing,0.442,1,0.442,RED
standing,standing,0.473,1,0.473,YELLOW
standing,standing,0.46,1,0.46,YELLOW
standing,standing,0.433,1,0.433,RED
standing,standing,0.537,1,0.537,YELLOW
standing,standing,0.469,1,0.469,YELLOW
standing,standing,0.506,1,0.506,YELLOW
standing,standing,0.504,1,0.504,YELLOW
standing,standing,0.555,1,0.555,YELLOW
standing,standing,0.635,1,0.635,YELLOW
standing,standing,0.534,1,0.534,YELLOW
standing,standing,0.528,1,0.528,YELLOW
standing,standing,0.516,1,0.516,YELLOW
standing,standing,0.489,1,0.489,YELLOW
standing,standing,0.525,1,0.525,YELLOW
standing,standing,0.511,1,0.511,YELLOW
standing,standing,0.48,1,0.48,YELLOW
standing,standing,0.462,1,0.462,YELLOW
standing,standing,0.467,1,0.467,YELLOW
standing,standing,0.437,1,0.437,RED
standing,standing,0.466,1,0.466,YELLOW
standing,standing,0.435,1,0.435,RED
standing,standing,0.396,1,0.396,RED
standing,standing,0.456,1,0.456,YELLOW
standing,standing,0.496,1,0.496,YELLOW
standing,standing,0.507,1,0.507,YELLOW
standing,standing,0.481,1,0.481,YELLOW
standing,standing,0.52,1,0.52,YELLOW
standing,standing,0.584,1,0.584,YELLOW
standing,standing,0.496,1,0.496,YELLOW
standing,standing,0.531,1,0.531,YELLOW
standing,standing,0.457,1,0.457,YELLOW
standing,standing,0.491,1,0.491,YELLOW
standing,standing,0.532,1,0.532,YELLOW
standing,standing,0.491,1,0.491,YELLOW
standing,standing,0.457,1,0.457,YELLOW
standing,standing,0.457,1,0.457,YELLOW
standing,standing,0.506,1,0.506,YELLOW
standing,standing,0.492,1,0.492,YELLOW
standing,standing,0.406,1,0.406,RED
standing,standing,0.435,1,0.435,RED
standing,standing,0.506,1,0.506,YELLOW
standing,standing,0.515,1,0.515,YELLOW
standing,standing,0.569,1,0.569,YELLOW
standing,standing,0.519,1,0.519,YELLOW
standing,standing,0.576,1,0.576,YELLOW
standing,standing,0.516,1,0.516,YELLOW
standing,standing,0.487,1,0.487,YELLOW
standing,standing,0.464,1,0.464,YELLOW
standing,standing,0.394,1,0.394,RED
standing,standing,0.441,1,0.441,RED
standing,standing,0.478,1,0.478,YELLOW
standing,standing,0.499,1,0.499,YELLOW
standing,standing,0.419,1,0.419,RED
standing,standing,0.476,1,0.476,YELLOW
standing,standing,0.379,1,0.379,RED
standing,standing,0.457,1,0.457,YELLOW
standing,standing,0.563,1,0.563,YELLOW
standing,standing,0.513,1,0.513,YELLOW
standing,standing,0.495,1,0.495,YELLOW
standing,standing,0.529,1,0.529,YELLOW
standing,standing,0.549,1,0.549,YELLOW
standing,standing,0.474,1,0.474,YELLOW
ironing,standing,0.494,0,0.0,YELLOW
ironing,ironing,0.485,1,0.485,YELLOW
ironing,ironing,0.506,1,0.506,YELLOW
ironing,ironing,0.499,1,0.499,YELLOW
ironing,ironing,0.383,1,0.383,RED
ironing,ironing,0.7,1,0.7,YELLOW
ironing,ironing,0.502,1,0.502,YELLOW
ironing,ironing,0.471,1,0.471,YELLOW
ironing,ironing,0.514,1,0.514,YELLOW
ironing,ironing,0.797,1,0.797,GREEN
ironing,ironing,0.694,1,0.694,YELLOW
ironing,ironing,0.925,1,0.925,GREEN
ironing,ironing,0.906,1,0.906,GREEN
ironing,ironing,0.941,1,0.941,GREEN
ironing,ironing,0.979,1,0.979,GREEN
ironing,ironing,0.951,1,0.951,GREEN
ironing,ironing,0.864,1,0.864,GREEN
ironing,ironing,0.863,1,0.863,GREEN
ironing,ironing,0.932,1,0.932,GREEN
ironing,ironing,0.978,1,0.978,GREEN
ironing,ironing,0.934,1,0.934,GREEN
ironing,ironing,0.865,1,0.865,GREEN
ironing,ironing,0.92,1,0.92,GREEN
ironing,ironing,0.994,1,0.994,GREEN
ironing,ironing,0.99,1,0.99,GREEN
ironing,ironing,0.974,1,0.974,GREEN
ironing,ironing,0.969,1,0.969,GREEN
ironing,ironing,0.896,1,0.896,GREEN
ironing,ironing,0.95,1,0.95,GREEN
ironing,ironing,0.91,1,0.91,GREEN
ironing,ironing,0.888,1,0.888,GREEN
ironing,ironing,0.945,1,0.945,GREEN
ironing,ironing,0.992,1,0.992,GREEN
ironing,ironing,0.992,1,0.992,GREEN
ironing,ironing,0.992,1,0.992,GREEN
ironing,ironing,0.95,1,0.95,GREEN
ironing,ironing,0.963,1,0.963,GREEN
ironing,ironing,0.888,1,0.888,GREEN
ironing,ironing,0.832,1,0.832,GREEN
ironing,ironing,0.834,1,0.834,GREEN
ironing,ironing,0.851,1,0.851,GREEN
ironing,ironing,0.795,1,0.795,GREEN
ironing,ironing,0.668,1,0.668,YELLOW
ironing,ironing,0.788,1,0.788,GREEN
ironing,ironing,0.904,1,0.904,GREEN
ironing,ironing,0.937,1,0.937,GREEN
ironing,ironing,0.991,1,0.991,GREEN
ironing,ironing,0.936,1,0.936,GREEN
ironing,ironing,0.874,1,0.874,GREEN
ironing,ironing,0.833,1,0.833,GREEN
ironing,ironing,0.783,1,0.783,GREEN
ironing,ironing,0.809,1,0.809,GREEN
ironing,ironing,0.898,1,0.898,GREEN
ironing,ironing,0.936,1,0.936,GREEN
ironing,ironing,0.939,1,0.939,GREEN
ironing,ironing,0.862,1,0.862,GREEN
ironing,ironing,0.898,1,0.898,GREEN
ironing,ironing,0.93,1,0.93,GREEN
ironing,ironing,0.89,1,0.89,GREEN
ironing,ironing,0.859,1,0.859,GREEN
ironing,ironing,0.939,1,0.939,GREEN
ironing,ironing,0.815,1,0.815,GREEN
ironing,ironing,0.882,1,0.882,GREEN
ironing,ironing,0.9,1,0.9,GREEN
ironing,ironing,0.952,1,0.952,GREEN
ironing,ironing,0.903,1,0.903,GREEN
ironing,ironing,0.845,1,0.845,GREEN
ironing,ironing,0.829,1,0.829,GREEN
ironing,ironing,0.756,1,0.756,GREEN
ironing,ironing,0.866,1,0.866,GREEN
ironing,ironing,0.913,1,0.913,GREEN
ironing,ironing,0.914,1,0.914,GREEN
ironing,ironing,0.921,1,0.921,GREEN
ironing,ironing,0.969,1,0.969,GREEN
ironing,ironing,0.933,1,0.933,GREEN
ironing,ironing,0.843,1,0.843,GREEN
ironing,ironing,0.934,1,0.934,GREEN
ironing,ironing,0.973,1,0.973,GREEN
ironing,ironing,0.954,1,0.954,GREEN
ironing,ironing,0.937,1,0.937,GREEN
ironing,ironing,0.939,1,0.939,GREEN
ironing,ironing,0.883,1,0.883,GREEN
ironing,ironing,0.879,1,0.879,GREEN
ironing,ironing,0.869,1,0.869,GREEN
ironing,ironing,0.894,1,0.894,GREEN
ironing,ironing,0.948,1,0.948,GREEN
ironing,ironing,0.959,1,0.959,GREEN
ironing,ironing,0.958,1,0.958,GREEN
ironing,ironing,0.939,1,0.939,GREEN
ironing,ironing,0.883,1,0.883,GREEN
ironing,ironing,0.931,1,0.931,GREEN
ironing,ironing,0.957,1,0.957,GREEN
ironing,ironing,0.894,1,0.894,GREEN
ironing,ironing,0.883,1,0.883,GREEN
ironing,ironing,0.836,1,0.836,GREEN
ironing,ironing,0.96,1,0.96,GREEN
ironing,ironing,0.98,1,0.98,GREEN
ironing,ironing,0.986,1,0.986,GREEN
ironing,ironing,0.95,1,0.95,GREEN
ironing,ironing,0.949,1,0.949,GREEN
ironing,ironing,0.944,1,0.944,GREEN
ironing,ironing,0.921,1,0.921,GREEN
ironing,ironing,0.849,1,0.849,GREEN
ironing,ironing,0.872,1,0.872,GREEN
ironing,ironing,0.954,1,0.954,GREEN
ironing,ironing,0.926,1,0.926,GREEN
ironing,ironing,0.774,1,0.774,GREEN
ironing,ironing,0.781,1,0.781,GREEN
ironing,ironing,0.812,1,0.812,GREEN
ironing,ironing,0.848,1,0.848,GREEN
ironing,ironing,0.908,1,0.908,GREEN
ironing,ironing,0.856,1,0.856,GREEN
ironing,ironing,0.923,1,0.923,GREEN
ironing,ironing,0.891,1,0.891,GREEN
ironing,ironing,0.871,1,0.871,GREEN
ironing,ironing,0.88,1,0.88,GREEN
ironing,ironing,0.914,1,0.914,GREEN
ironing,ironing,0.897,1,0.897,GREEN
ironing,ironing,0.86,1,0.86,GREEN
ironing,ironing,0.929,1,0.929,GREEN
ironing,ironing,0.957,1,0.957,GREEN
ironing,ironing,0.956,1,0.956,GREEN
ironing,ironing,0.969,1,0.969,GREEN
ironing,ironing,0.939,1,0.939,GREEN
ironing,ironing,0.943,1,0.943,GREEN
ironing,ironing,0.988,1,0.988,GREEN
ironing,ironing,0.993,1,0.993,GREEN
ironing,ironing,0.995,1,0.995,GREEN
ironing,ironing,0.988,1,0.988,GREEN
ironing,ironing,0.991,1,0.991,GREEN
ironing,ironing,0.972,1,0.972,GREEN
ironing,ironing,0.812,1,0.812,GREEN
ironing,ironing,0.929,1,0.929,GREEN
ironing,ironing,0.931,1,0.931,GREEN
ironing,ironing,0.954,1,0.954,GREEN
ironing,ironing,0.9,1,0.9,GREEN
ironing,ironing,0.851,1,0.851,GREEN
ironing,ironing,0.898,1,0.898,GREEN
ironing,ironing,0.911,1,0.911,GREEN
ironing,ironing,0.938,1,0.938,GREEN
ironing,ironing,0.953,1,0.953,GREEN
ironing,ironing,0.995,1,0.995,GREEN
ironing,ironing,0.981,1,0.981,GREEN
ironing,ironing,0.966,1,0.966,GREEN
ironing,ironing,0.97,1,0.97,GREEN
ironing,ironing,0.989,1,0.989,GREEN
ironing,ironing,0.984,1,0.984,GREEN
ironing,ironing,0.982,1,0.982,GREEN
ironing,ironing,0.993,1,0.993,GREEN
ironing,ironing,0.993,1,0.993,GREEN
ironing,ironing,0.997,1,0.997,GREEN
ironing,ironing,0.998,1,0.998,GREEN
ironing,ironing,0.995,1,0.995,GREEN
ironing,ironing,0.964,1,0.964,GREEN
ironing,ironing,0.963,1,0.963,GREEN
ironing,ironing,0.981,1,0.981,GREEN
ironing,ironing,0.882,1,0.882,GREEN
ironing,ironing,0.844,1,0.844,GREEN
ironing,ironing,0.817,1,0.817,GREEN
ironing,ironing,0.897,1,0.897,GREEN
ironing,ironing,0.926,1,0.926,GREEN
ironing,ironing,0.983,1,0.983,GREEN
ironing,ironing,0.992,1,0.992,GREEN
ironing,ironing,0.997,1,0.997,GREEN
ironing,ironing,0.965,1,0.965,GREEN
ironing,ironing,0.936,1,0.936,GREEN
ironing,ironing,0.953,1,0.953,GREEN
ironing,ironing,0.954,1,0.954,GREEN
ironing,ironing,0.955,1,0.955,GREEN
ironing,ironing,0.963,1,0.963,GREEN
ironing,ironing,0.983,1,0.983,GREEN
ironing,ironing,0.992,1,0.992,GREEN
ironing,ironing,0.991,1,0.991,GREEN
ironing,ironing,0.976,1,0.976,GREEN
ironing,ironing,0.982,1,0.982,GREEN
ironing,ironing,0.937,1,0.937,GREEN
ironing,ironing,0.909,1,0.909,GREEN
ironing,ironing,0.891,1,0.891,GREEN
ironing,ironing,0.931,1,0.931,GREEN
ironing,ironing,0.936,1,0.936,GREEN
ironing,ironing,0.965,1,0.965,GREEN
ironing,ironing,0.979,1,0.979,GREEN
ironing,ironing,0.976,1,0.976,GREEN
ironing,ironing,0.922,1,0.922,GREEN
ironing,ironing,0.855,1,0.855,GREEN
ironing,ironing,0.862,1,0.862,GREEN
ironing,ironing,0.82,1,0.82,GREEN
ironing,ironing,0.92,1,0.92,GREEN
ironing,ironing,0.973,1,0.973,GREEN
ironing,ironing,0.981,1,0.981,GREEN
ironing,ironing,0.983,1,0.983,GREEN
ironing,ironing,0.948,1,0.948,GREEN
ironing,ironing,0.992,1,0.992,GREEN
ironing,ironing,0.989,1,0.989,GREEN
ironing,ironing,0.968,1,0.968,GREEN
ironing,ironing,0.948,1,0.948,GREEN
ironing,ironing,0.951,1,0.951,GREEN
ironing,ironing,0.929,1,0.929,GREEN
ironing,ironing,0.955,1,0.955,GREEN
ironing,ironing,0.855,1,0.855,GREEN
ironing,ironing,0.741,1,0.741,YELLOW
ironing,ironing,0.819,1,0.819,GREEN
ironing,ironing,0.886,1,0.886,GREEN
ironing,ironing,0.845,1,0.845,GREEN
ironing,ironing,0.746,1,0.746,YELLOW
ironing,ironing,0.814,1,0.814,GREEN
ironing,ironing,0.918,1,0.918,GREEN
ironing,ironing,0.973,1,0.973,GREEN
ironing,ironing,0.987,1,0.987,GREEN
ironing,ironing,0.98,1,0.98,GREEN
ironing,ironing,0.946,1,0.946,GREEN
ironing,ironing,0.963,1,0.963,GREEN
ironing,ironing,0.966,1,0.966,GREEN
ironing,ironing,0.975,1,0.975,GREEN
ironing,ironing,0.985,1,0.985,GREEN
ironing,ironing,0.982,1,0.982,GREEN
ironing,ironing,0.95,1,0.95,GREEN
ironing,ironing,0.93,1,0.93,GREEN
ironing,ironing,0.928,1,0.928,GREEN
ironing,ironing,0.951,1,0.951,GREEN
ironing,ironing,0.842,1,0.842,GREEN
ironing,ironing,0.71,1,0.71,YELLOW
ironing,ironing,0.935,1,0.935,GREEN
ironing,ironing,0.791,1,0.791,GREEN
ironing,ironing,0.823,1,0.823,GREEN
ironing,ironing,0.936,1,0.936,GREEN
ironing,ironing,0.975,1,0.975,GREEN
ironing,ironing,0.958,1,0.958,GREEN
ironing,ironing,0.932,1,0.932,GREEN
ironing,ironing,0.91,1,0.91,GREEN
ironing,ironing,0.918,1,0.918,GREEN
ironing,ironing,0.909,1,0.909,GREEN
ironing,ironing,0.909,1,0.909,GREEN
ironing,ironing,0.928,1,0.928,GREEN
ironing,ironing,0.99,1,0.99,GREEN
ironing,ironing,0.987,1,0.987,GREEN
ironing,ironing,0.992,1,0.992,GREEN
ironing,ironing,0.985,1,0.985,GREEN
ironing,ironing,0.882,1,0.882,GREEN
ironing,ironing,0.743,1,0.743,YELLOW
ironing,ironing,0.753,1,0.753,GREEN
ironing,ironing,0.534,1,0.534,YELLOW
ironing,ironing,0.544,1,0.544,YELLOW
ironing,ironing,0.556,1,0.556,YELLOW
ironing,ironing,0.828,1,0.828,GREEN
ironing,ironing,0.966,1,0.966,GREEN
ironing,ironing,0.926,1,0.926,GREEN
ironing,ironing,0.913,1,0.913,GREEN
ironing,ironing,0.899,1,0.899,GREEN
ironing,ironing,0.834,1,0.834,GREEN
ironing,ironing,0.861,1,0.861,GREEN
ironing,ironing,0.873,1,0.873,GREEN
ironing,ironing,0.872,1,0.872,GREEN
ironing,ironing,0.929,1,0.929,GREEN
ironing,ironing,0.917,1,0.917,GREEN
ironing,ironing,0.845,1,0.845,GREEN
ironing,ironing,0.769,1,0.769,GREEN
ironing,ironing,0.83,1,0.83,GREEN
ironing,ironing,0.832,1,0.832,GREEN
ironing,ironing,0.872,1,0.872,GREEN
ironing,ironing,0.914,1,0.914,GREEN
ironing,ironing,0.954,1,0.954,GREEN
ironing,ironing,0.963,1,0.963,GREEN
ironing,ironing,0.899,1,0.899,GREEN
ironing,ironing,0.867,1,0.867,GREEN
ironing,ironing,0.829,1,0.829,GREEN
ironing,ironing,0.748,1,0.748,YELLOW
ironing,ironing,0.708,1,0.708,YELLOW
ironing,ironing,0.919,1,0.919,GREEN
ironing,ironing,0.879,1,0.879,GREEN
ironing,ironing,0.786,1,0.786,GREEN
ironing,ironing,0.845,1,0.845,GREEN
ironing,ironing,0.925,1,0.925,GREEN
ironing,ironing,0.897,1,0.897,GREEN
ironing,ironing,0.821,1,0.821,GREEN
ironing,ironing,0.859,1,0.859,GREEN
ironing,ironing,0.836,1,0.836,GREEN
ironing,ironing,0.956,1,0.956,GREEN
ironing,ironing,0.985,1,0.985,GREEN
ironing,ironing,0.971,1,0.971,GREEN
ironing,ironing,0.914,1,0.914,GREEN
ironing,ironing,0.975,1,0.975,GREEN
ironing,ironing,0.846,1,0.846,GREEN
ironing,ironing,0.6,1,0.6,YELLOW
ironing,ironing,0.509,1,0.509,YELLOW
ironing,ironing,0.59,1,0.59,YELLOW
ironing,ironing,0.815,1,0.815,GREEN
ironing,ironing,0.978,1,0.978,GREEN
ironing,ironing,0.989,1,0.989,GREEN
ironing,ironing,0.858,1,0.858,GREEN
ironing,ironing,0.834,1,0.834,GREEN
ironing,ironing,0.938,1,0.938,GREEN
ironing,ironing,0.938,1,0.938,GREEN
ironing,ironing,0.946,1,0.946,GREEN
ironing,ironing,0.979,1,0.979,GREEN
ironing,ironing,0.982,1,0.982,GREEN
ironing,ironing,0.998,1,0.998,GREEN
ironing,ironing,0.997,1,0.997,GREEN
ironing,ironing,0.967,1,0.967,GREEN
ironing,ironing,0.998,1,0.998,GREEN
ironing,ironing,0.987,1,0.987,GREEN
ironing,ironing,0.982,1,0.982,GREEN
ironing,ironing,0.984,1,0.984,GREEN
ironing,ironing,0.993,1,0.993,GREEN
ironing,ironing,0.995,1,0.995,GREEN
ironing,ironing,0.979,1,0.979,GREEN
ironing,ironing,0.983,1,0.983,GREEN
ironing,ironing,0.995,1,0.995,GREEN
ironing,ironing,0.984,1,0.984,GREEN
ironing,ironing,0.964,1,0.964,GREEN
ironing,ironing,0.912,1,0.912,GREEN
ironing,ironing,0.958,1,0.958,GREEN
ironing,ironing,0.98,1,0.98,GREEN
ironing,ironing,0.987,1,0.987,GREEN
ironing,ironing,0.983,1,0.983,GREEN
ironing,ironing,0.971,1,0.971,GREEN
ironing,ironing,0.956,1,0.956,GREEN
ironing,ironing,0.866,1,0.866,GREEN
ironing,ironing,0.923,1,0.923,GREEN
ironing,ironing,0.912,1,0.912,GREEN
ironing,ironing,0.83,1,0.83,GREEN
ironing,ironing,0.651,1,0.651,YELLOW
ironing,ironing,0.547,1,0.547,YELLOW
ironing,ironing,0.988,1,0.988,GREEN
ironing,ironing,0.981,1,0.981,GREEN
ironing,ironing,0.951,1,0.951,GREEN
ironing,ironing,0.981,1,0.981,GREEN
ironing,ironing,0.663,1,0.663,YELLOW
ironing,ironing,0.69,1,0.69,YELLOW
ironing,ironing,0.71,1,0.71,YELLOW
ironing,ironing,0.789,1,0.789,GREEN
ironing,ironing,0.713,1,0.713,YELLOW
ironing,ironing,0.645,1,0.645,YELLOW
ironing,ironing,0.514,1,0.514,YELLOW
ironing,ironing,0.508,1,0.508,YELLOW
ironing,ironing,0.717,1,0.717,YELLOW
ironing,ironing,0.877,1,0.877,GREEN
ironing,ironing,0.874,1,0.874,GREEN
ironing,ironing,0.82,1,0.82,GREEN
ironing,ironing,0.678,1,0.678,YELLOW
ironing,ironing,0.683,1,0.683,YELLOW
ironing,ironing,0.814,1,0.814,GREEN
ironing,ironing,0.519,1,0.519,YELLOW
ironing,ironing,0.506,1,0.506,YELLOW
ironing,ironing,0.724,1,0.724,YELLOW
ironing,ironing,0.792,1,0.792,GREEN
ironing,ironing,0.938,1,0.938,GREEN
ironing,ironing,0.938,1,0.938,GREEN
ironing,ironing,0.947,1,0.947,GREEN
ironing,ironing,0.906,1,0.906,GREEN
ironing,ironing,0.958,1,0.958,GREEN
ironing,ironing,0.947,1,0.947,GREEN
ironing,ironing,0.874,1,0.874,GREEN
ironing,ironing,0.717,1,0.717,YELLOW
ironing,ironing,0.805,1,0.805,GREEN
ironing,ironing,0.851,1,0.851,GREEN
ironing,ironing,0.871,1,0.871,GREEN
ironing,ironing,0.969,1,0.969,GREEN
ironing,ironing,0.997,1,0.997,GREEN
ironing,ironing,0.99,1,0.99,GREEN
ironing,ironing,0.986,1,0.986,GREEN
ironing,ironing,0.993,1,0.993,GREEN
ironing,ironing,0.957,1,0.957,GREEN
ironing,ironing,0.978,1,0.978,GREEN
ironing,ironing,0.786,1,0.786,GREEN
ironing,ironing,0.555,1,0.555,YELLOW
ironing,ironing,0.543,1,0.543,YELLOW
ironing,ironing,0.924,1,0.924,GREEN
ironing,ironing,0.925,1,0.925,GREEN
ironing,ironing,0.956,1,0.956,GREEN
ironing,ironing,0.931,1,0.931,GREEN
ironing,ironing,0.959,1,0.959,GREEN
ironing,ironing,0.909,1,0.909,GREEN
ironing,ironing,0.877,1,0.877,GREEN
ironing,ironing,0.893,1,0.893,GREEN
ironing,ironing,0.813,1,0.813,GREEN
ironing,ironing,0.539,1,0.539,YELLOW
ironing,ironing,0.635,1,0.635,YELLOW
ironing,ironing,0.969,1,0.969,GREEN
ironing,ironing,0.913,1,0.913,GREEN
ironing,ironing,0.843,1,0.843,GREEN
ironing,ironing,0.878,1,0.878,GREEN
ironing,ironing,0.96,1,0.96,GREEN
ironing,ironing,0.981,1,0.981,GREEN
ironing,ironing,0.981,1,0.981,GREEN
ironing,ironing,0.977,1,0.977,GREEN
ironing,ironing,0.836,1,0.836,GREEN
ironing,ironing,0.725,1,0.725,YELLOW
ironing,ironing,0.778,1,0.778,GREEN
ironing,ironing,0.783,1,0.783,GREEN
ironing,ironing,0.74,1,0.74,YELLOW
ironing,ironing,0.764,1,0.764,GREEN
ironing,ironing,0.782,1,0.782,GREEN
ironing,ironing,0.828,1,0.828,GREEN
ironing,ironing,0.895,1,0.895,GREEN
ironing,ironing,0.731,1,0.731,YELLOW
ironing,ironing,0.745,1,0.745,YELLOW
ironing,ironing,0.807,1,0.807,GREEN
ironing,ironing,0.764,1,0.764,GREEN
ironing,ironing,0.82,1,0.82,GREEN
ironing,ironing,0.866,1,0.866,GREEN
ironing,ironing,0.754,1,0.754,GREEN
ironing,ironing,0.718,1,0.718,YELLOW
ironing,ironing,0.853,1,0.853,GREEN
ironing,ironing,0.821,1,0.821,GREEN
ironing,ironing,0.669,1,0.669,YELLOW
ironing,ironing,0.828,1,0.828,GREEN
ironing,ironing,0.978,1,0.978,GREEN
ironing,ironing,0.74,1,0.74,YELLOW
ironing,ironing,0.88,1,0.88,GREEN
ironing,ironing,0.842,1,0.842,GREEN
ironing,ironing,0.833,1,0.833,GREEN
ironing,ironing,0.738,1,0.738,YELLOW
ironing,ironing,0.767,1,0.767,GREEN
ironing,ironing,0.939,1,0.939,GREEN
ironing,ironing,0.884,1,0.884,GREEN
ironing,ironing,0.864,1,0.864,GREEN
ironing,ironing,0.897,1,0.897,GREEN
ironing,ironing,0.796,1,0.796,GREEN
ironing,ironing,0.781,1,0.781,GREEN
ironing,ironing,0.758,1,0.758,GREEN
ironing,ironing,0.77,1,0.77,GREEN
ironing,ironing,0.599,1,0.599,YELLOW
ironing,ironing,0.485,1,0.485,YELLOW
ironing,ironing,0.688,1,0.688,YELLOW
ironing,ironing,0.882,1,0.882,GREEN
ironing,ironing,0.859,1,0.859,GREEN
ironing,ironing,0.866,1,0.866,GREEN
ironing,ironing,0.915,1,0.915,GREEN
ironing,ironing,0.966,1,0.966,GREEN
ironing,ironing,0.881,1,0.881,GREEN
ironing,ironing,0.897,1,0.897,GREEN
ironing,ironing,0.821,1,0.821,GREEN
ironing,ironing,0.925,1,0.925,GREEN
ironing,ironing,0.839,1,0.839,GREEN
ironing,ironing,0.818,1,0.818,GREEN
ironing,ironing,0.861,1,0.861,GREEN
ironing,ironing,0.936,1,0.936,GREEN
ironing,ironing,0.975,1,0.975,GREEN
ironing,ironing,0.989,1,0.989,GREEN
ironing,ironing,0.983,1,0.983,GREEN
ironing,ironing,0.945,1,0.945,GREEN
ironing,ironing,0.774,1,0.774,GREEN
ironing,ironing,0.695,1,0.695,YELLOW
ironing,ironing,0.599,1,0.599,YELLOW
ironing,ironing,0.717,1,0.717,YELLOW
ironing,ironing,0.766,1,0.766,GREEN
ironing,ironing,0.788,1,0.788,GREEN
ironing,ironing,0.82,1,0.82,GREEN
ironing,ironing,0.699,1,0.699,YELLOW
ironing,ironing,0.508,1,0.508,YELLOW
ironing,ironing,0.71,1,0.71,YELLOW
ironing,ironing,0.886,1,0.886,GREEN
ironing,ironing,0.621,1,0.621,YELLOW
ironing,ironing,0.654,1,0.654,YELLOW
ironing,ironing,0.732,1,0.732,YELLOW
ironing,ironing,0.616,1,0.616,YELLOW
ironing,ironing,0.8,1,0.8,GREEN
ironing,ironing,0.788,1,0.788,GREEN
ironing,ironing,0.615,1,0.615,YELLOW
ironing,ironing,0.597,1,0.597,YELLOW
ironing,ironing,0.535,1,0.535,YELLOW
ironing,ironing,0.662,1,0.662,YELLOW
ironing,ironing,0.727,1,0.727,YELLOW
ironing,ironing,0.877,1,0.877,GREEN
ironing,ironing,0.942,1,0.942,GREEN
ironing,ironing,0.964,1,0.964,GREEN
ironing,ironing,0.937,1,0.937,GREEN
ironing,ironing,0.924,1,0.924,GREEN
ironing,ironing,0.799,1,0.799,GREEN
ironing,ironing,0.806,1,0.806,GREEN
ironing,ironing,0.846,1,0.846,GREEN
ironing,ironing,0.958,1,0.958,GREEN
ironing,ironing,0.882,1,0.882,GREEN
ironing,ironing,0.849,1,0.849,GREEN
ironing,ironing,0.821,1,0.821,GREEN
ironing,ironing,0.914,1,0.914,GREEN
ironing,ironing,0.712,1,0.712,YELLOW
ironing,ironing,0.752,1,0.752,GREEN
ironing,ironing,0.796,1,0.796,GREEN
ironing,ironing,0.849,1,0.849,GREEN
ironing,ironing,0.852,1,0.852,GREEN
ironing,ironing,0.909,1,0.909,GREEN
ironing,ironing,0.8,1,0.8,GREEN
ironing,ironing,0.799,1,0.799,GREEN
ironing,ironing,0.691,1,0.691,YELLOW
ironing,ironing,0.666,1,0.666,YELLOW
ironing,ironing,0.689,1,0.689,YELLOW
ironing,ironing,0.684,1,0.684,YELLOW
ironing,ironing,0.76,1,0.76,GREEN
ironing,ironing,0.755,1,0.755,GREEN
ironing,ironing,0.845,1,0.845,GREEN
ironing,ironing,0.935,1,0.935,GREEN
ironing,ironing,0.874,1,0.874,GREEN
ironing,ironing,0.874,1,0.874,GREEN
ironing,ironing,0.888,1,0.888,GREEN
ironing,ironing,0.925,1,0.925,GREEN
ironing,ironing,0.875,1,0.875,GREEN
ironing,ironing,0.857,1,0.857,GREEN
ironing,ironing,0.735,1,0.735,YELLOW
ironing,ironing,0.842,1,0.842,GREEN
ironing,ironing,0.892,1,0.892,GREEN
ironing,ironing,0.961,1,0.961,GREEN
ironing,ironing,0.998,1,0.998,GREEN
ironing,ironing,0.987,1,0.987,GREEN
ironing,ironing,0.956,1,0.956,GREEN
ironing,ironing,0.628,1,0.628,YELLOW
ironing,ironing,0.601,1,0.601,YELLOW
ironing,ironing,0.707,1,0.707,YELLOW
ironing,ironing,0.862,1,0.862,GREEN
