subject,confidence,predicted_activity,actual_activity,is_correct,traffic_light,window_id
105,0.9926,cycling,cycling,1,GREEN,105_7891
105,0.9976,cycling,cycling,1,GREEN,105_7892
105,1.0,cycling,cycling,1,GREEN,105_7893
105,1.0,cycling,cycling,1,GREEN,105_7894
105,1.0,cycling,cycling,1,GREEN,105_7895
105,0.9975,cycling,cycling,1,GREEN,105_7896
105,0.9985,cycling,cycling,1,GREEN,105_7897
105,0.9985,cycling,cycling,1,GREEN,105_7898
105,1.0,cycling,cycling,1,GREEN,105_7899
105,1.0,cycling,cycling,1,GREEN,105_7900
105,0.9985,cycling,cycling,1,GREEN,105_7901
105,0.9992,cycling,cycling,1,GREEN,105_7902
105,0.9926,cycling,cycling,1,GREEN,105_7903
105,0.9852,cycling,cycling,1,GREEN,105_7904
105,0.997,cycling,cycling,1,GREEN,105_7905
105,0.9809,cycling,cycling,1,GREEN,105_7906
105,0.9928,cycling,cycling,1,GREEN,105_7907
105,1.0,cycling,cycling,1,GREEN,105_7908
105,1.0,cycling,cycling,1,GREEN,105_7909
105,1.0,cycling,cycling,1,GREEN,105_7910
105,0.9933,cycling,cycling,1,GREEN,105_7911
105,0.9973,cycling,cycling,1,GREEN,105_7912
105,0.9913,cycling,cycling,1,GREEN,105_7913
105,0.9881,cycling,cycling,1,GREEN,105_7914
105,0.9992,cycling,cycling,1,GREEN,105_7915
105,0.9963,cycling,cycling,1,GREEN,105_7916
105,0.997,cycling,cycling,1,GREEN,105_7917
105,0.997,cycling,cycling,1,GREEN,105_7918
105,0.9985,cycling,cycling,1,GREEN,105_7919
105,0.9992,cycling,cycling,1,GREEN,105_7920
105,1.0,cycling,cycling,1,GREEN,105_7921
105,0.999,cycling,cycling,1,GREEN,105_7922
105,0.9928,cycling,cycling,1,GREEN,105_7923
105,1.0,cycling,cycling,1,GREEN,105_7924
105,0.992,cycling,cycling,1,GREEN,105_7925
105,0.9263,cycling,cycling,1,GREEN,105_7926
105,0.9511,cycling,cycling,1,GREEN,105_7927
105,0.9955,cycling,cycling,1,GREEN,105_7928
105,0.9926,cycling,cycling,1,GREEN,105_7929
105,0.9751,cycling,cycling,1,GREEN,105_7930
105,0.9877,cycling,cycling,1,GREEN,105_7931
105,0.9809,cycling,cycling,1,GREEN,105_7932
105,0.9626,cycling,cycling,1,GREEN,105_7933
105,0.98,cycling,cycling,1,GREEN,105_7934
105,0.9992,cycling,cycling,1,GREEN,105_7935
105,0.9874,cycling,cycling,1,GREEN,105_7936
105,0.9913,cycling,cycling,1,GREEN,105_7937
105,0.9886,cycling,cycling,1,GREEN,105_7938
105,0.9863,cycling,cycling,1,GREEN,105_7939
105,0.9881,cycling,cycling,1,GREEN,105_7940
105,0.9977,cycling,cycling,1,GREEN,105_7941
105,0.9992,cycling,cycling,1,GREEN,105_7942
105,0.9992,cycling,cycling,1,GREEN,105_7943
105,0.9948,cycling,cycling,1,GREEN,105_7944
105,0.9879,cycling,cycling,1,GREEN,105_7945
105,0.9931,cycling,cycling,1,GREEN,105_7946
105,0.9977,cycling,cycling,1,GREEN,105_7947
105,1.0,cycling,cycling,1,GREEN,105_7948
105,1.0,cycling,cycling,1,GREEN,105_7949
105,0.9901,cycling,cycling,1,GREEN,105_7950
105,0.9864,cycling,cycling,1,GREEN,105_7951
105,0.9893,cycling,cycling,1,GREEN,105_7952
105,0.9977,cycling,cycling,1,GREEN,105_7953
105,0.997,cycling,cycling,1,GREEN,105_7954
105,0.997,cycling,cycling,1,GREEN,105_7955
105,0.9615,cycling,cycling,1,GREEN,105_7956
105,0.9361,cycling,cycling,1,GREEN,105_7957
105,0.9766,cycling,cycling,1,GREEN,105_7958
105,0.9314,cycling,cycling,1,GREEN,105_7959
105,0.8793,cycling,cycling,1,GREEN,105_7960
105,0.9589,cycling,cycling,1,GREEN,105_7961
105,0.9692,cycling,cycling,1,GREEN,105_7962
105,0.9628,cycling,cycling,1,GREEN,105_7963
105,0.9755,cycling,cycling,1,GREEN,105_7964
105,0.997,cycling,cycling,1,GREEN,105_7965
105,0.9936,cycling,cycling,1,GREEN,105_7966
105,0.9955,cycling,cycling,1,GREEN,105_7967
105,0.994,cycling,cycling,1,GREEN,105_7968
105,0.9938,cycling,cycling,1,GREEN,105_7969
105,0.9985,cycling,cycling,1,GREEN,105_7970
105,0.9985,cycling,cycling,1,GREEN,105_7971
105,0.9941,cycling,cycling,1,GREEN,105_7972
105,0.981,cycling,cycling,1,GREEN,105_7973
105,0.9955,cycling,cycling,1,GREEN,105_7974
105,0.9941,cycling,cycling,1,GREEN,105_7975
105,0.9933,cycling,cycling,1,GREEN,105_7976
105,0.9985,cycling,cycling,1,GREEN,105_7977
105,0.9881,cycling,cycling,1,GREEN,105_7978
105,0.9753,cycling,cycling,1,GREEN,105_7979
105,0.9712,cycling,cycling,1,GREEN,105_7980
105,0.921,cycling,cycling,1,GREEN,105_7981
105,0.897,cycling,cycling,1,GREEN,105_7982
105,0.8218,cycling,cycling,1,GREEN,105_7983
105,0.8019,cycling,cycling,1,GREEN,105_7984
105,0.7806,cycling,cycling,1,GREEN,105_7985
105,0.7434,cycling,cycling,1,YELLOW,105_7986
105,0.7435,cycling,cycling,1,YELLOW,105_7987
105,0.8101,cycling,cycling,1,GREEN,105_7988
105,0.7752,cycling,cycling,1,GREEN,105_7989
105,0.7715,cycling,cycling,1,GREEN,105_7990
105,0.719,cycling,cycling,1,YELLOW,105_7991
105,0.6893,cycling,cycling,1,YELLOW,105_7992
105,0.6926,cycling,cycling,1,YELLOW,105_7993
105,0.7421,cycling,cycling,1,YELLOW,105_7994
105,0.7454,cycling,cycling,1,YELLOW,105_7995
105,0.6991,cycling,cycling,1,YELLOW,105_7996
105,0.7,cycling,cycling,1,YELLOW,105_7997
105,0.6901,cycling,cycling,1,YELLOW,105_7998
105,0.7404,cycling,cycling,1,YELLOW,105_7999
105,0.9092,cycling,cycling,1,GREEN,105_8000
105,0.9918,cycling,cycling,1,GREEN,105_8001
105,0.9717,cycling,cycling,1,GREEN,105_8002
105,0.902,cycling,cycling,1,GREEN,105_8003
105,0.9115,cycling,cycling,1,GREEN,105_8004
105,0.9273,cycling,cycling,1,GREEN,105_8005
105,0.9513,cycling,cycling,1,GREEN,105_8006
105,0.9806,cycling,cycling,1,GREEN,105_8007
105,0.9406,cycling,cycling,1,GREEN,105_8008
105,0.9068,cycling,cycling,1,GREEN,105_8009
105,0.9274,cycling,cycling,1,GREEN,105_8010
105,0.9687,cycling,cycling,1,GREEN,105_8011
105,0.9885,cycling,cycling,1,GREEN,105_8012
105,0.9982,cycling,cycling,1,GREEN,105_8013
105,0.997,cycling,cycling,1,GREEN,105_8014
105,1.0,cycling,cycling,1,GREEN,105_8015
105,0.9985,cycling,cycling,1,GREEN,105_8016
105,0.9926,cycling,cycling,1,GREEN,105_8017
105,1.0,cycling,cycling,1,GREEN,105_8018
105,0.9956,cycling,cycling,1,GREEN,105_8019
105,0.9999,cycling,cycling,1,GREEN,105_8020
105,1.0,cycling,cycling,1,GREEN,105_8021
105,0.9791,cycling,cycling,1,GREEN,105_8022
105,0.9712,cycling,cycling,1,GREEN,105_8023
105,0.9945,cycling,cycling,1,GREEN,105_8024
105,0.9891,cycling,cycling,1,GREEN,105_8025
105,0.9832,cycling,cycling,1,GREEN,105_8026
105,0.9881,cycling,cycling,1,GREEN,105_8027
105,0.9642,cycling,cycling,1,GREEN,105_8028
105,0.9611,cycling,cycling,1,GREEN,105_8029
105,0.9945,cycling,cycling,1,GREEN,105_8030
105,0.9999,cycling,cycling,1,GREEN,105_8031
105,0.9908,cycling,cycling,1,GREEN,105_8032
105,0.9174,cycling,cycling,1,GREEN,105_8033
105,0.9306,cycling,cycling,1,GREEN,105_8034
105,0.9985,cycling,cycling,1,GREEN,105_8035
105,0.9892,cycling,cycling,1,GREEN,105_8036
105,0.977,cycling,cycling,1,GREEN,105_8037
105,0.9849,cycling,cycling,1,GREEN,105_8038
105,0.9943,cycling,cycling,1,GREEN,105_8039
105,0.9881,cycling,cycling,1,GREEN,105_8040
105,0.9955,cycling,cycling,1,GREEN,105_8041
105,0.994,cycling,cycling,1,GREEN,105_8042
105,0.9875,cycling,cycling,1,GREEN,105_8043
105,0.983,cycling,cycling,1,GREEN,105_8044
105,0.9755,cycling,cycling,1,GREEN,105_8045
105,0.9807,cycling,cycling,1,GREEN,105_8046
105,0.9835,cycling,cycling,1,GREEN,105_8047
105,0.9808,cycling,cycling,1,GREEN,105_8048
105,0.9678,cycling,cycling,1,GREEN,105_8049
105,0.9742,cycling,cycling,1,GREEN,105_8050
105,0.9828,cycling,cycling,1,GREEN,105_8051
105,0.997,cycling,cycling,1,GREEN,105_8052
105,0.9871,cycling,cycling,1,GREEN,105_8053
105,0.997,cycling,cycling,1,GREEN,105_8054
105,0.9985,cycling,cycling,1,GREEN,105_8055
105,0.9985,cycling,cycling,1,GREEN,105_8056
105,0.9946,cycling,cycling,1,GREEN,105_8057
105,0.9554,cycling,cycling,1,GREEN,105_8058
105,0.8227,cycling,cycling,1,GREEN,105_8059
105,0.7305,cycling,cycling,1,YELLOW,105_8060
105,0.5346,cycling,cycling,1,YELLOW,105_8061
105,0.3666,cycling,cycling,1,RED,105_8062
105,0.4675,cycling,cycling,1,YELLOW,105_8063
105,0.3338,cycling,cycling,1,RED,105_8064
105,0.3295,cycling,cycling,1,RED,105_8065
105,0.3432,stairs_up,cycling,0,RED,105_8066
105,0.3132,stairs_up,cycling,0,RED,105_8067
105,0.3909,cycling,cycling,1,RED,105_8068
105,0.5189,cycling,cycling,1,YELLOW,105_8069
105,0.5964,cycling,cycling,1,YELLOW,105_8070
105,0.4338,cycling,cycling,1,RED,105_8071
105,0.4651,cycling,cycling,1,YELLOW,105_8072
105,0.4322,cycling,cycling,1,RED,105_8073
105,0.4039,cycling,cycling,1,RED,105_8074
105,0.3228,cycling,cycling,1,RED,105_8075
105,0.3919,cycling,cycling,1,RED,105_8076
105,0.3582,stairs_up,cycling,0,RED,105_8077
105,0.3208,stairs_up,cycling,0,RED,105_8078
105,0.284,stairs_up,cycling,0,RED,105_8079
105,0.3621,cycling,cycling,1,RED,105_8080
105,0.3752,stairs_up,cycling,0,RED,105_8081
105,0.2892,stairs_up,cycling,0,RED,105_8082
105,0.4361,stairs_up,cycling,0,RED,105_8083
105,0.4292,stairs_up,cycling,0,RED,105_8084
105,0.4731,stairs_up,cycling,0,YELLOW,105_8085
105,0.252,stairs_up,cycling,0,RED,105_8086
105,0.2286,stairs_up,cycling,0,RED,105_8087
105,0.2661,stairs_up,cycling,0,RED,105_8088
105,0.2141,sitting,cycling,0,RED,105_8089
105,0.3614,cycling,cycling,1,RED,105_8090
105,0.7473,cycling,cycling,1,YELLOW,105_8091
105,0.9889,cycling,cycling,1,GREEN,105_8092
105,0.9911,cycling,cycling,1,GREEN,105_8093
105,0.9985,cycling,cycling,1,GREEN,105_8094
105,0.9607,cycling,cycling,1,GREEN,105_8095
105,0.9367,cycling,cycling,1,GREEN,105_8096
105,0.9475,cycling,cycling,1,GREEN,105_8097
105,0.948,cycling,cycling,1,GREEN,105_8098
105,0.9066,cycling,cycling,1,GREEN,105_8099
105,0.9797,cycling,cycling,1,GREEN,105_8100
105,0.9788,cycling,cycling,1,GREEN,105_8101
105,0.9799,cycling,cycling,1,GREEN,105_8102
105,0.9551,cycling,cycling,1,GREEN,105_8103
105,0.9621,cycling,cycling,1,GREEN,105_8104
105,0.997,cycling,cycling,1,GREEN,105_8105
105,0.9881,cycling,cycling,1,GREEN,105_8106
105,0.9859,cycling,cycling,1,GREEN,105_8107
105,0.9728,cycling,cycling,1,GREEN,105_8108
105,0.9593,cycling,cycling,1,GREEN,105_8109
105,0.958,cycling,cycling,1,GREEN,105_8110
105,0.9554,cycling,cycling,1,GREEN,105_8111
105,0.9571,cycling,cycling,1,GREEN,105_8112
105,0.8845,cycling,cycling,1,GREEN,105_8113
105,0.862,cycling,cycling,1,GREEN,105_8114
105,0.8214,cycling,cycling,1,GREEN,105_8115
105,0.823,cycling,cycling,1,GREEN,105_8116
105,0.7777,cycling,cycling,1,GREEN,105_8117
105,0.7751,cycling,cycling,1,GREEN,105_8118
105,0.8169,cycling,cycling,1,GREEN,105_8119
105,0.8829,cycling,cycling,1,GREEN,105_8120
105,0.9645,cycling,cycling,1,GREEN,105_8121
105,0.9913,cycling,cycling,1,GREEN,105_8122
105,0.9977,cycling,cycling,1,GREEN,105_8123
105,0.997,cycling,cycling,1,GREEN,105_8124
105,0.9992,cycling,cycling,1,GREEN,105_8125
105,0.9944,cycling,cycling,1,GREEN,105_8126
105,0.9422,cycling,cycling,1,GREEN,105_8127
105,0.9901,cycling,cycling,1,GREEN,105_8128
105,0.9985,cycling,cycling,1,GREEN,105_8129
105,0.9963,cycling,cycling,1,GREEN,105_8130
105,0.9896,cycling,cycling,1,GREEN,105_8131
105,0.9906,cycling,cycling,1,GREEN,105_8132
105,0.997,cycling,cycling,1,GREEN,105_8133
105,0.9914,cycling,cycling,1,GREEN,105_8134
105,0.9985,cycling,cycling,1,GREEN,105_8135
105,1.0,cycling,cycling,1,GREEN,105_8136
105,1.0,cycling,cycling,1,GREEN,105_8137
105,0.9985,cycling,cycling,1,GREEN,105_8138
105,1.0,cycling,cycling,1,GREEN,105_8139
105,1.0,cycling,cycling,1,GREEN,105_8140
105,1.0,cycling,cycling,1,GREEN,105_8141
105,0.9993,cycling,cycling,1,GREEN,105_8142
105,0.997,cycling,cycling,1,GREEN,105_8143
105,1.0,cycling,cycling,1,GREEN,105_8144
105,1.0,cycling,cycling,1,GREEN,105_8145
105,0.996,cycling,cycling,1,GREEN,105_8146
105,0.9947,cycling,cycling,1,GREEN,105_8147
105,0.983,cycling,cycling,1,GREEN,105_8148
105,0.9901,cycling,cycling,1,GREEN,105_8149
105,0.9841,cycling,cycling,1,GREEN,105_8150
105,0.9885,cycling,cycling,1,GREEN,105_8151
105,0.9845,cycling,cycling,1,GREEN,105_8152
105,0.8462,cycling,cycling,1,GREEN,105_8153
105,0.708,cycling,cycling,1,YELLOW,105_8154
105,0.5051,cycling,cycling,1,YELLOW,105_8155
105,0.4455,stairs_up,cycling,0,RED,105_8156
105,0.365,stairs_up,cycling,0,RED,105_8157
105,0.3618,stairs_up,cycling,0,RED,105_8158
105,0.2141,stairs_up,cycling,0,RED,105_8159
105,0.1736,stairs_up,cycling,0,RED,105_8160
105,0.1948,stairs_up,cycling,0,RED,105_8161
105,0.3821,stairs_up,cycling,0,RED,105_8162
105,0.353,cycling,cycling,1,RED,105_8163
105,0.2963,stairs_up,cycling,0,RED,105_8164
105,0.2606,stairs_up,cycling,0,RED,105_8165
105,0.2021,stairs_up,cycling,0,RED,105_8166
105,0.2346,cycling,cycling,1,RED,105_8167
105,0.2956,cycling,cycling,1,RED,105_8168
105,0.2146,cycling,cycling,1,RED,105_8169
105,0.2981,vacuuming,cycling,0,RED,105_8170
105,0.4365,cycling,cycling,1,RED,105_8171
105,0.9543,cycling,cycling,1,GREEN,105_8172
105,0.9909,cycling,cycling,1,GREEN,105_8173
105,0.995,cycling,cycling,1,GREEN,105_8174
105,0.9775,cycling,cycling,1,GREEN,105_8175
105,0.9629,cycling,cycling,1,GREEN,105_8176
105,0.9854,cycling,cycling,1,GREEN,105_8177
105,0.9829,cycling,cycling,1,GREEN,105_8178
105,0.8828,cycling,cycling,1,GREEN,105_8179
105,0.4886,vacuuming,cycling,0,YELLOW,105_8180
105,0.6171,vacuuming,cycling,0,YELLOW,105_8181
105,0.5668,vacuuming,cycling,0,YELLOW,105_8182
105,0.4397,vacuuming,cycling,0,RED,105_8183
105,0.3517,vacuuming,cycling,0,RED,105_8184
105,0.3927,vacuuming,cycling,0,RED,105_8185
105,0.1977,vacuuming,cycling,0,RED,105_8186
105,0.2545,nordic_walk,cycling,0,RED,105_8187
105,0.2952,cycling,running,0,RED,105_8188
105,0.2786,cycling,running,0,RED,105_8189
105,0.4069,cycling,running,0,RED,105_8190
105,0.4034,cycling,running,0,RED,105_8191
105,0.3828,cycling,running,0,RED,105_8192
105,0.3658,cycling,running,0,RED,105_8193
105,0.5803,vacuuming,running,0,YELLOW,105_8194
105,0.6545,vacuuming,running,0,YELLOW,105_8195
105,0.3809,stairs_up,running,0,RED,105_8196
105,0.659,stairs_up,running,0,YELLOW,105_8197
105,0.4214,running,running,1,RED,105_8198
105,0.5528,running,running,1,YELLOW,105_8199
105,0.8974,running,running,1,GREEN,105_8200
105,0.9335,running,running,1,GREEN,105_8201
105,0.8744,running,running,1,GREEN,105_8202
105,0.8311,running,running,1,GREEN,105_8203
105,0.8844,running,running,1,GREEN,105_8204
105,0.9321,running,running,1,GREEN,105_8205
105,0.9557,running,running,1,GREEN,105_8206
105,0.8849,running,running,1,GREEN,105_8207
105,0.9695,running,running,1,GREEN,105_8208
105,0.9798,running,running,1,GREEN,105_8209
105,0.9339,running,running,1,GREEN,105_8210
105,0.9464,running,running,1,GREEN,105_8211
105,0.9451,running,running,1,GREEN,105_8212
105,0.9452,running,running,1,GREEN,105_8213
105,0.9358,running,running,1,GREEN,105_8214
105,0.868,running,running,1,GREEN,105_8215
105,0.9606,running,running,1,GREEN,105_8216
105,0.9406,running,running,1,GREEN,105_8217
105,0.8528,running,running,1,GREEN,105_8218
105,0.6889,running,running,1,YELLOW,105_8219
105,0.8595,running,running,1,GREEN,105_8220
105,0.8962,running,running,1,GREEN,105_8221
105,0.7325,running,running,1,YELLOW,105_8222
105,0.6513,running,running,1,YELLOW,105_8223
105,0.9045,running,running,1,GREEN,105_8224
105,0.9623,running,running,1,GREEN,105_8225
105,0.924,running,running,1,GREEN,105_8226
105,0.8817,running,running,1,GREEN,105_8227
105,0.9352,running,running,1,GREEN,105_8228
105,0.9347,running,running,1,GREEN,105_8229
105,0.9164,running,running,1,GREEN,105_8230
105,0.9191,running,running,1,GREEN,105_8231
105,0.9392,running,running,1,GREEN,105_8232
105,0.9097,running,running,1,GREEN,105_8233
105,0.9055,running,running,1,GREEN,105_8234
105,0.8888,running,running,1,GREEN,105_8235
105,0.9364,running,running,1,GREEN,105_8236
105,0.9702,running,running,1,GREEN,105_8237
105,0.9623,running,running,1,GREEN,105_8238
105,0.9567,running,running,1,GREEN,105_8239
105,0.9336,running,running,1,GREEN,105_8240
105,0.9429,running,running,1,GREEN,105_8241
105,0.9374,running,running,1,GREEN,105_8242
105,0.9291,running,running,1,GREEN,105_8243
105,0.9246,running,running,1,GREEN,105_8244
105,0.9465,running,running,1,GREEN,105_8245
105,0.937,running,running,1,GREEN,105_8246
105,0.9547,running,running,1,GREEN,105_8247
105,0.9533,running,running,1,GREEN,105_8248
105,0.9425,running,running,1,GREEN,105_8249
105,0.9281,running,running,1,GREEN,105_8250
105,0.9468,running,running,1,GREEN,105_8251
105,0.9612,running,running,1,GREEN,105_8252
105,0.9475,running,running,1,GREEN,105_8253
105,0.9337,running,running,1,GREEN,105_8254
105,0.782,running,running,1,GREEN,105_8255
105,0.931,running,running,1,GREEN,105_8256
105,0.8975,running,running,1,GREEN,105_8257
105,0.888,running,running,1,GREEN,105_8258
105,0.9073,running,running,1,GREEN,105_8259
105,0.8836,running,running,1,GREEN,105_8260
105,0.9448,running,running,1,GREEN,105_8261
105,0.9777,running,running,1,GREEN,105_8262
105,0.7622,running,running,1,GREEN,105_8263
105,0.955,running,running,1,GREEN,105_8264
105,0.9528,running,running,1,GREEN,105_8265
105,0.7543,running,running,1,GREEN,105_8266
105,0.8427,running,running,1,GREEN,105_8267
105,0.9654,running,running,1,GREEN,105_8268
105,0.9355,running,running,1,GREEN,105_8269
105,0.9345,running,running,1,GREEN,105_8270
105,0.952,running,running,1,GREEN,105_8271
105,0.956,running,running,1,GREEN,105_8272
105,0.9441,running,running,1,GREEN,105_8273
105,0.9157,running,running,1,GREEN,105_8274
105,0.8305,running,running,1,GREEN,105_8275
105,0.9365,running,running,1,GREEN,105_8276
105,0.9376,running,running,1,GREEN,105_8277
105,0.96,running,running,1,GREEN,105_8278
105,0.9798,running,running,1,GREEN,105_8279
105,0.9667,running,running,1,GREEN,105_8280
105,0.9514,running,running,1,GREEN,105_8281
105,0.9882,running,running,1,GREEN,105_8282
105,0.9848,running,running,1,GREEN,105_8283
105,0.9291,running,running,1,GREEN,105_8284
105,0.9881,running,running,1,GREEN,105_8285
105,0.9847,running,running,1,GREEN,105_8286
105,0.9208,running,running,1,GREEN,105_8287
105,0.9753,running,running,1,GREEN,105_8288
105,0.958,running,running,1,GREEN,105_8289
105,0.9268,running,running,1,GREEN,105_8290
105,0.9513,running,running,1,GREEN,105_8291
105,0.9283,running,running,1,GREEN,105_8292
105,0.9632,running,running,1,GREEN,105_8293
105,0.9566,running,running,1,GREEN,105_8294
105,0.9072,running,running,1,GREEN,105_8295
105,0.7919,running,running,1,GREEN,105_8296
105,0.9365,running,running,1,GREEN,105_8297
105,0.973,running,running,1,GREEN,105_8298
105,0.9673,running,running,1,GREEN,105_8299
105,0.8908,running,running,1,GREEN,105_8300
105,0.9397,running,running,1,GREEN,105_8301
105,0.809,running,running,1,GREEN,105_8302
105,0.9163,running,running,1,GREEN,105_8303
105,0.9318,running,running,1,GREEN,105_8304
105,0.9316,running,running,1,GREEN,105_8305
105,0.9503,running,running,1,GREEN,105_8306
105,0.9186,running,running,1,GREEN,105_8307
105,0.9134,running,running,1,GREEN,105_8308
105,0.9278,running,running,1,GREEN,105_8309
105,0.9624,running,running,1,GREEN,105_8310
105,0.9234,running,running,1,GREEN,105_8311
105,0.8446,running,running,1,GREEN,105_8312
105,0.8542,running,running,1,GREEN,105_8313
105,0.9538,running,running,1,GREEN,105_8314
105,0.9416,running,running,1,GREEN,105_8315
105,0.9641,running,running,1,GREEN,105_8316
105,0.9719,running,running,1,GREEN,105_8317
105,0.9787,running,running,1,GREEN,105_8318
105,0.9484,running,running,1,GREEN,105_8319
105,0.9965,running,running,1,GREEN,105_8320
105,0.9852,running,running,1,GREEN,105_8321
105,0.9205,running,running,1,GREEN,105_8322
105,0.9597,running,running,1,GREEN,105_8323
105,0.9505,running,running,1,GREEN,105_8324
105,0.9403,running,running,1,GREEN,105_8325
105,0.9521,running,running,1,GREEN,105_8326
105,0.9299,running,running,1,GREEN,105_8327
105,0.8984,running,running,1,GREEN,105_8328
105,0.9405,running,running,1,GREEN,105_8329
105,0.9637,running,running,1,GREEN,105_8330
105,0.9792,running,running,1,GREEN,105_8331
105,0.9818,running,running,1,GREEN,105_8332
105,0.8251,running,running,1,GREEN,105_8333
105,0.9701,running,running,1,GREEN,105_8334
105,0.9285,running,running,1,GREEN,105_8335
105,0.8642,running,running,1,GREEN,105_8336
105,0.9336,running,running,1,GREEN,105_8337
105,0.9769,running,running,1,GREEN,105_8338
105,0.9263,running,running,1,GREEN,105_8339
105,0.9444,running,running,1,GREEN,105_8340
105,0.9739,running,running,1,GREEN,105_8341
105,0.9633,running,running,1,GREEN,105_8342
105,0.9474,running,running,1,GREEN,105_8343
105,0.9667,running,running,1,GREEN,105_8344
105,0.9655,running,running,1,GREEN,105_8345
105,0.9637,running,running,1,GREEN,105_8346
105,0.9584,running,running,1,GREEN,105_8347
105,0.9591,running,running,1,GREEN,105_8348
105,0.9561,running,running,1,GREEN,105_8349
105,0.9848,running,running,1,GREEN,105_8350
105,0.9507,running,running,1,GREEN,105_8351
105,0.9537,running,running,1,GREEN,105_8352
105,0.9367,running,running,1,GREEN,105_8353
105,0.9694,running,running,1,GREEN,105_8354
105,0.9498,running,running,1,GREEN,105_8355
105,0.9138,running,running,1,GREEN,105_8356
105,0.9552,running,running,1,GREEN,105_8357
105,0.9667,running,running,1,GREEN,105_8358
105,0.9588,running,running,1,GREEN,105_8359
105,0.9711,running,running,1,GREEN,105_8360
105,0.9979,running,running,1,GREEN,105_8361
105,0.9867,running,running,1,GREEN,105_8362
105,0.9992,running,running,1,GREEN,105_8363
105,0.9868,running,running,1,GREEN,105_8364
105,0.9741,running,running,1,GREEN,105_8365
105,0.9242,running,running,1,GREEN,105_8366
105,0.9713,running,running,1,GREEN,105_8367
105,0.9321,running,running,1,GREEN,105_8368
105,0.95,running,running,1,GREEN,105_8369
105,0.9337,running,running,1,GREEN,105_8370
105,0.9439,running,running,1,GREEN,105_8371
105,0.9198,running,running,1,GREEN,105_8372
105,0.9334,running,running,1,GREEN,105_8373
105,0.9332,running,running,1,GREEN,105_8374
105,0.9562,running,running,1,GREEN,105_8375
105,0.9468,running,running,1,GREEN,105_8376
105,0.9342,running,running,1,GREEN,105_8377
105,0.9651,running,running,1,GREEN,105_8378
105,0.9742,running,running,1,GREEN,105_8379
105,0.9572,running,running,1,GREEN,105_8380
105,0.9667,running,running,1,GREEN,105_8381
105,0.9393,running,running,1,GREEN,105_8382
105,0.9416,running,running,1,GREEN,105_8383
105,0.9724,running,running,1,GREEN,105_8384
105,0.951,running,running,1,GREEN,105_8385
105,0.9335,running,running,1,GREEN,105_8386
105,0.931,running,running,1,GREEN,105_8387
105,0.931,running,running,1,GREEN,105_8388
105,0.9525,running,running,1,GREEN,105_8389
105,0.9873,running,running,1,GREEN,105_8390
105,0.983,running,running,1,GREEN,105_8391
105,0.9566,running,running,1,GREEN,105_8392
105,0.9921,running,running,1,GREEN,105_8393
105,0.9719,running,running,1,GREEN,105_8394
105,0.9716,running,running,1,GREEN,105_8395
105,0.9443,running,running,1,GREEN,105_8396
105,0.9167,running,running,1,GREEN,105_8397
105,0.9021,running,running,1,GREEN,105_8398
105,0.9377,running,running,1,GREEN,105_8399
105,0.928,running,running,1,GREEN,105_8400
105,0.9246,running,running,1,GREEN,105_8401
105,0.9562,running,running,1,GREEN,105_8402
105,0.9428,running,running,1,GREEN,105_8403
105,0.9951,running,running,1,GREEN,105_8404
105,0.9955,running,running,1,GREEN,105_8405
105,0.9933,running,running,1,GREEN,105_8406
105,0.9729,running,running,1,GREEN,105_8407
105,0.9869,running,running,1,GREEN,105_8408
105,0.9686,running,running,1,GREEN,105_8409
105,0.9691,running,running,1,GREEN,105_8410
105,0.9734,running,running,1,GREEN,105_8411
105,0.9282,running,running,1,GREEN,105_8412
105,0.9383,running,running,1,GREEN,105_8413
105,0.925,running,running,1,GREEN,105_8414
105,0.9431,running,running,1,GREEN,105_8415
105,0.9087,running,running,1,GREEN,105_8416
105,0.936,running,running,1,GREEN,105_8417
105,0.9507,running,running,1,GREEN,105_8418
105,0.9641,running,running,1,GREEN,105_8419
105,0.9901,running,running,1,GREEN,105_8420
105,0.9786,running,running,1,GREEN,105_8421
105,0.9685,running,running,1,GREEN,105_8422
105,0.9753,running,running,1,GREEN,105_8423
105,0.9444,running,running,1,GREEN,105_8424
105,0.8947,running,running,1,GREEN,105_8425
105,0.9538,running,running,1,GREEN,105_8426
105,0.9527,running,running,1,GREEN,105_8427
105,0.9603,running,running,1,GREEN,105_8428
105,0.8945,running,running,1,GREEN,105_8429
105,0.93,running,running,1,GREEN,105_8430
105,0.9163,running,running,1,GREEN,105_8431
105,0.9455,running,running,1,GREEN,105_8432
105,0.9563,running,running,1,GREEN,105_8433
105,0.9362,running,running,1,GREEN,105_8434
105,0.9353,running,running,1,GREEN,105_8435
105,0.9404,running,running,1,GREEN,105_8436
105,0.8585,running,running,1,GREEN,105_8437
105,0.7082,running,running,1,YELLOW,105_8438
105,0.9939,running,running,1,GREEN,105_8439
105,0.9722,running,running,1,GREEN,105_8440
105,0.9087,running,running,1,GREEN,105_8441
105,0.9654,running,running,1,GREEN,105_8442
105,0.9846,running,running,1,GREEN,105_8443
105,0.9493,running,running,1,GREEN,105_8444
105,0.9646,running,running,1,GREEN,105_8445
105,0.9308,running,running,1,GREEN,105_8446
105,0.9661,running,running,1,GREEN,105_8447
105,0.9509,running,running,1,GREEN,105_8448
