true_activity,pred_activity,confidence,is_correct,traffic_light
sitting,sitting,0.938,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.938,1,GREEN
sitting,sitting,0.938,1,GREEN
sitting,sitting,0.938,1,GREEN
sitting,sitting,0.938,1,GREEN
sitting,sitting,0.938,1,GREEN
sitting,sitting,0.938,1,GREEN
sitting,sitting,0.938,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.924,1,GREEN
sitting,sitting,0.705,1,YELLOW
sitting,sitting,0.874,1,GREEN
sitting,sitting,0.894,1,GREEN
sitting,sitting,0.91,1,GREEN
sitting,sitting,0.919,1,GREEN
sitting,sitting,0.931,1,GREEN
sitting,sitting,0.93,1,GREEN
sitting,sitting,0.931,1,GREEN
sitting,sitting,0.931,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.938,1,GREEN
sitting,sitting,0.938,1,GREEN
sitting,sitting,0.939,1,GREEN
sitting,sitting,0.938,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.938,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.938,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.938,1,GREEN
sitting,sitting,0.638,1,YELLOW
sitting,sitting,0.395,1,RED
sitting,sitting,0.131,1,RED
sitting,standing,0.089,0,RED
sitting,standing,0.227,0,RED
sitting,standing,0.411,0,RED
sitting,standing,0.306,0,RED
sitting,standing,0.243,0,RED
sitting,standing,0.385,0,RED
sitting,standing,0.335,0,RED
sitting,standing,0.262,0,RED
sitting,standing,0.206,0,RED
sitting,standing,0.219,0,RED
sitting,standing,0.211,0,RED
sitting,standing,0.223,0,RED
sitting,standing,0.255,0,RED
sitting,standing,0.254,0,RED
sitting,standing,0.229,0,RED
sitting,standing,0.233,0,RED
sitting,standing,0.213,0,RED
sitting,standing,0.21,0,RED
sitting,standing,0.233,0,RED
sitting,standing,0.245,0,RED
sitting,standing,0.189,0,RED
sitting,standing,0.185,0,RED
sitting,standing,0.242,0,RED
sitting,standing,0.229,0,RED
sitting,standing,0.265,0,RED
sitting,standing,0.27,0,RED
sitting,standing,0.272,0,RED
sitting,standing,0.256,0,RED
sitting,standing,0.237,0,RED
sitting,standing,0.238,0,RED
sitting,standing,0.256,0,RED
sitting,standing,0.206,0,RED
sitting,standing,0.19,0,RED
sitting,standing,0.228,0,RED
sitting,standing,0.234,0,RED
sitting,standing,0.186,0,RED
sitting,standing,0.197,0,RED
sitting,standing,0.204,0,RED
sitting,standing,0.228,0,RED
sitting,standing,0.235,0,RED
sitting,standing,0.248,0,RED
sitting,standing,0.237,0,RED
sitting,standing,0.305,0,RED
sitting,sitting,0.342,1,RED
sitting,sitting,0.35,1,RED
sitting,sitting,0.53,1,YELLOW
sitting,sitting,0.728,1,YELLOW
sitting,sitting,0.601,1,YELLOW
sitting,sitting,0.86,1,GREEN
sitting,sitting,0.898,1,GREEN
sitting,sitting,0.917,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.939,1,GREEN
sitting,sitting,0.876,1,GREEN
sitting,sitting,0.729,1,YELLOW
sitting,sitting,0.746,1,YELLOW
sitting,sitting,0.879,1,GREEN
sitting,sitting,0.93,1,GREEN
sitting,sitting,0.921,1,GREEN
sitting,sitting,0.928,1,GREEN
sitting,sitting,0.928,1,GREEN
sitting,sitting,0.925,1,GREEN
sitting,sitting,0.928,1,GREEN
sitting,sitting,0.925,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.938,1,GREEN
sitting,sitting,0.873,1,GREEN
sitting,sitting,0.879,1,GREEN
sitting,sitting,0.896,1,GREEN
sitting,sitting,0.903,1,GREEN
sitting,sitting,0.649,1,YELLOW
sitting,sitting,0.489,1,YELLOW
sitting,sitting,0.276,1,RED
sitting,sitting,0.479,1,YELLOW
sitting,sitting,0.905,1,GREEN
sitting,sitting,0.934,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.944,1,GREEN
sitting,sitting,0.938,1,GREEN
sitting,standing,0.289,0,RED
sitting,standing,0.008,0,RED
sitting,standing,0.008,0,RED
sitting,standing,0.009,0,RED
sitting,standing,0.011,0,RED
sitting,standing,0.01,0,RED
sitting,standing,0.01,0,RED
standing,standing,0.008,1,RED
standing,standing,0.042,1,RED
standing,standing,0.87,1,GREEN
standing,standing,0.889,1,GREEN
standing,standing,0.89,1,GREEN
standing,standing,0.866,1,GREEN
standing,standing,0.803,1,GREEN
standing,standing,0.818,1,GREEN
standing,standing,0.811,1,GREEN
standing,standing,0.927,1,GREEN
standing,standing,0.915,1,GREEN
standing,standing,0.904,1,GREEN
standing,standing,0.92,1,GREEN
standing,standing,0.933,1,GREEN
standing,standing,0.929,1,GREEN
standing,standing,0.933,1,GREEN
standing,standing,0.915,1,GREEN
standing,standing,0.846,1,GREEN
standing,standing,0.151,1,RED
standing,standing,0.377,1,RED
standing,standing,0.752,1,GREEN
standing,standing,0.783,1,GREEN
standing,standing,0.59,1,YELLOW
standing,standing,0.791,1,GREEN
standing,standing,0.794,1,GREEN
standing,standing,0.724,1,YELLOW
standing,standing,0.857,1,GREEN
standing,standing,0.937,1,GREEN
standing,standing,0.937,1,GREEN
standing,standing,0.911,1,GREEN
standing,standing,0.904,1,GREEN
standing,standing,0.834,1,GREEN
standing,standing,0.934,1,GREEN
standing,standing,0.898,1,GREEN
standing,standing,0.914,1,GREEN
standing,standing,0.935,1,GREEN
standing,standing,0.934,1,GREEN
standing,standing,0.93,1,GREEN
standing,standing,0.93,1,GREEN
standing,standing,0.93,1,GREEN
standing,standing,0.931,1,GREEN
standing,standing,0.931,1,GREEN
standing,standing,0.931,1,GREEN
standing,standing,0.931,1,GREEN
standing,standing,0.931,1,GREEN
standing,standing,0.931,1,GREEN
standing,standing,0.93,1,GREEN
standing,standing,0.93,1,GREEN
standing,standing,0.93,1,GREEN
standing,standing,0.931,1,GREEN
standing,standing,0.931,1,GREEN
standing,standing,0.931,1,GREEN
standing,standing,0.93,1,GREEN
standing,standing,0.922,1,GREEN
standing,standing,0.895,1,GREEN
standing,standing,0.795,1,GREEN
standing,standing,0.933,1,GREEN
standing,standing,0.876,1,GREEN
standing,standing,0.937,1,GREEN
standing,standing,0.927,1,GREEN
standing,standing,0.921,1,GREEN
standing,standing,0.925,1,GREEN
standing,standing,0.926,1,GREEN
standing,standing,0.926,1,GREEN
standing,standing,0.927,1,GREEN
standing,standing,0.927,1,GREEN
standing,standing,0.927,1,GREEN
standing,standing,0.927,1,GREEN
standing,standing,0.927,1,GREEN
standing,standing,0.926,1,GREEN
standing,standing,0.926,1,GREEN
standing,standing,0.926,1,GREEN
standing,standing,0.927,1,GREEN
standing,standing,0.926,1,GREEN
standing,standing,0.927,1,GREEN
standing,standing,0.93,1,GREEN
standing,standing,0.931,1,GREEN
standing,standing,0.927,1,GREEN
standing,standing,0.925,1,GREEN
standing,standing,0.926,1,GREEN
standing,standing,0.927,1,GREEN
standing,standing,0.927,1,GREEN
standing,standing,0.927,1,GREEN
standing,standing,0.926,1,GREEN
standing,standing,0.927,1,GREEN
standing,standing,0.926,1,GREEN
standing,standing,0.927,1,GREEN
standing,standing,0.926,1,GREEN
standing,standing,0.926,1,GREEN
standing,standing,0.926,1,GREEN
standing,standing,0.925,1,GREEN
standing,standing,0.925,1,GREEN
standing,standing,0.923,1,GREEN
standing,standing,0.923,1,GREEN
standing,standing,0.923,1,GREEN
standing,standing,0.924,1,GREEN
standing,standing,0.924,1,GREEN
standing,standing,0.923,1,GREEN
standing,standing,0.926,1,GREEN
standing,standing,0.926,1,GREEN
standing,standing,0.926,1,GREEN
standing,standing,0.926,1,GREEN
standing,standing,0.926,1,GREEN
standing,standing,0.927,1,GREEN
standing,standing,0.926,1,GREEN
standing,standing,0.927,1,GREEN
standing,standing,0.926,1,GREEN
standing,standing,0.926,1,GREEN
standing,standing,0.925,1,GREEN
standing,standing,0.924,1,GREEN
standing,standing,0.925,1,GREEN
standing,standing,0.925,1,GREEN
standing,standing,0.926,1,GREEN
standing,standing,0.924,1,GREEN
standing,standing,0.924,1,GREEN
standing,standing,0.925,1,GREEN
standing,standing,0.925,1,GREEN
standing,standing,0.926,1,GREEN
standing,standing,0.926,1,GREEN
standing,standing,0.926,1,GREEN
standing,standing,0.926,1,GREEN
standing,standing,0.926,1,GREEN
standing,standing,0.925,1,GREEN
standing,standing,0.925,1,GREEN
standing,standing,0.926,1,GREEN
standing,standing,0.926,1,GREEN
standing,standing,0.927,1,GREEN
standing,standing,0.926,1,GREEN
standing,standing,0.924,1,GREEN
standing,standing,0.923,1,GREEN
standing,standing,0.926,1,GREEN
standing,standing,0.926,1,GREEN
standing,standing,0.926,1,GREEN
standing,standing,0.926,1,GREEN
standing,standing,0.926,1,GREEN
standing,standing,0.926,1,GREEN
standing,standing,0.926,1,GREEN
standing,standing,0.926,1,GREEN
standing,standing,0.926,1,GREEN
standing,standing,0.914,1,GREEN
standing,standing,0.889,1,GREEN
standing,standing,0.918,1,GREEN
standing,standing,0.872,1,GREEN
standing,standing,0.106,1,RED
standing,standing,0.512,1,YELLOW
standing,ironing,0.781,0,GREEN
standing,ironing,0.061,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.008,0,RED
standing,ironing,0.008,0,RED
standing,ironing,0.008,0,RED
standing,ironing,0.008,0,RED
standing,ironing,0.008,0,RED
standing,ironing,0.008,0,RED
standing,ironing,0.008,0,RED
standing,ironing,0.008,0,RED
standing,ironing,0.008,0,RED
standing,ironing,0.008,0,RED
standing,ironing,0.008,0,RED
standing,ironing,0.008,0,RED
standing,ironing,0.008,0,RED
standing,ironing,0.01,0,RED
standing,ironing,0.165,0,RED
standing,ironing,0.102,0,RED
standing,ironing,0.091,0,RED
standing,ironing,0.061,0,RED
standing,ironing,0.181,0,RED
standing,ironing,0.521,0,YELLOW
standing,ironing,0.177,0,RED
standing,ironing,0.155,0,RED
standing,ironing,0.174,0,RED
standing,ironing,0.033,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.013,0,RED
standing,ironing,0.186,0,RED
standing,ironing,0.035,0,RED
standing,ironing,0.018,0,RED
standing,ironing,0.231,0,RED
standing,ironing,0.129,0,RED
standing,ironing,0.034,0,RED
standing,ironing,0.021,0,RED
standing,ironing,0.018,0,RED
standing,ironing,0.21,0,RED
standing,ironing,0.534,0,YELLOW
standing,ironing,0.016,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.018,0,RED
standing,ironing,0.543,0,YELLOW
standing,ironing,0.014,0,RED
standing,ironing,0.012,0,RED
standing,ironing,0.013,0,RED
standing,ironing,0.014,0,RED
standing,ironing,0.014,0,RED
standing,ironing,0.01,0,RED
standing,ironing,0.028,0,RED
standing,vacuuming,0.009,0,RED
standing,vacuuming,0.008,0,RED
standing,vacuuming,0.018,0,RED
standing,vacuuming,0.013,0,RED
standing,vacuuming,0.03,0,RED
standing,vacuuming,0.052,0,RED
standing,vacuuming,0.014,0,RED
standing,vacuuming,0.013,0,RED
standing,vacuuming,0.008,0,RED
standing,vacuuming,0.014,0,RED
standing,vacuuming,0.232,0,RED
standing,vacuuming,0.481,0,YELLOW
standing,vacuuming,0.013,0,RED
standing,vacuuming,0.008,0,RED
standing,vacuuming,0.013,0,RED
standing,vacuuming,0.027,0,RED
standing,ironing,0.033,0,RED
standing,ironing,0.045,0,RED
standing,ironing,0.03,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.01,0,RED
standing,ironing,0.01,0,RED
standing,ironing,0.008,0,RED
standing,ironing,0.008,0,RED
standing,ironing,0.011,0,RED
standing,ironing,0.01,0,RED
standing,ironing,0.01,0,RED
standing,ironing,0.011,0,RED
standing,ironing,0.012,0,RED
standing,ironing,0.024,0,RED
standing,ironing,0.019,0,RED
standing,ironing,0.028,0,RED
standing,ironing,0.047,0,RED
standing,ironing,0.037,0,RED
standing,ironing,0.029,0,RED
standing,ironing,0.038,0,RED
standing,ironing,0.046,0,RED
standing,ironing,0.012,0,RED
standing,ironing,0.008,0,RED
standing,ironing,0.008,0,RED
standing,ironing,0.008,0,RED
standing,ironing,0.008,0,RED
standing,ironing,0.008,0,RED
standing,ironing,0.027,0,RED
standing,ironing,0.021,0,RED
standing,ironing,0.008,0,RED
standing,ironing,0.008,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.008,0,RED
standing,vacuuming,0.008,0,RED
standing,vacuuming,0.008,0,RED
standing,vacuuming,0.008,0,RED
standing,vacuuming,0.015,0,RED
standing,vacuuming,0.017,0,RED
standing,vacuuming,0.008,0,RED
standing,vacuuming,0.013,0,RED
standing,vacuuming,0.017,0,RED
standing,vacuuming,0.021,0,RED
standing,vacuuming,0.036,0,RED
standing,vacuuming,0.043,0,RED
standing,vacuuming,0.038,0,RED
standing,vacuuming,0.022,0,RED
standing,vacuuming,0.016,0,RED
standing,vacuuming,0.012,0,RED
standing,vacuuming,0.009,0,RED
standing,vacuuming,0.011,0,RED
standing,vacuuming,0.011,0,RED
standing,vacuuming,0.007,0,RED
standing,vacuuming,0.009,0,RED
standing,vacuuming,0.014,0,RED
standing,vacuuming,0.011,0,RED
standing,vacuuming,0.009,0,RED
standing,vacuuming,0.009,0,RED
standing,vacuuming,0.01,0,RED
standing,vacuuming,0.01,0,RED
standing,vacuuming,0.01,0,RED
standing,vacuuming,0.01,0,RED
standing,vacuuming,0.011,0,RED
standing,vacuuming,0.012,0,RED
standing,vacuuming,0.011,0,RED
standing,vacuuming,0.018,0,RED
standing,vacuuming,0.043,0,RED
standing,vacuuming,0.017,0,RED
standing,vacuuming,0.01,0,RED
standing,vacuuming,0.013,0,RED
standing,vacuuming,0.061,0,RED
standing,vacuuming,0.081,0,RED
standing,vacuuming,0.045,0,RED
standing,vacuuming,0.057,0,RED
standing,vacuuming,0.018,0,RED
standing,vacuuming,0.018,0,RED
standing,vacuuming,0.021,0,RED
standing,vacuuming,0.023,0,RED
standing,vacuuming,0.03,0,RED
standing,vacuuming,0.03,0,RED
standing,vacuuming,0.036,0,RED
standing,vacuuming,0.024,0,RED
standing,vacuuming,0.03,0,RED
standing,vacuuming,0.026,0,RED
standing,vacuuming,0.021,0,RED
standing,vacuuming,0.023,0,RED
standing,vacuuming,0.021,0,RED
standing,vacuuming,0.021,0,RED
standing,vacuuming,0.018,0,RED
standing,vacuuming,0.016,0,RED
standing,vacuuming,0.017,0,RED
standing,vacuuming,0.018,0,RED
standing,vacuuming,0.018,0,RED
standing,vacuuming,0.021,0,RED
standing,vacuuming,0.027,0,RED
standing,vacuuming,0.176,0,RED
standing,vacuuming,0.622,0,YELLOW
standing,vacuuming,0.748,0,YELLOW
standing,vacuuming,0.062,0,RED
standing,vacuuming,0.043,0,RED
standing,vacuuming,0.056,0,RED
standing,vacuuming,0.047,0,RED
standing,vacuuming,0.049,0,RED
standing,vacuuming,0.055,0,RED
standing,vacuuming,0.054,0,RED
standing,vacuuming,0.038,0,RED
standing,vacuuming,0.035,0,RED
standing,vacuuming,0.033,0,RED
standing,vacuuming,0.036,0,RED
standing,vacuuming,0.042,0,RED
standing,vacuuming,0.045,0,RED
standing,vacuuming,0.05,0,RED
standing,vacuuming,0.035,0,RED
standing,vacuuming,0.023,0,RED
standing,vacuuming,0.029,0,RED
standing,ironing,0.03,0,RED
standing,ironing,0.058,0,RED
standing,ironing,0.047,0,RED
standing,ironing,0.058,0,RED
standing,ironing,0.074,0,RED
standing,ironing,0.055,0,RED
standing,ironing,0.047,0,RED
standing,ironing,0.022,0,RED
standing,ironing,0.04,0,RED
standing,ironing,0.024,0,RED
standing,ironing,0.048,0,RED
standing,ironing,0.045,0,RED
standing,ironing,0.045,0,RED
standing,ironing,0.027,0,RED
standing,ironing,0.016,0,RED
standing,ironing,0.023,0,RED
standing,ironing,0.024,0,RED
standing,ironing,0.011,0,RED
standing,ironing,0.037,0,RED
standing,ironing,0.04,0,RED
standing,ironing,0.046,0,RED
standing,ironing,0.035,0,RED
standing,ironing,0.023,0,RED
standing,ironing,0.031,0,RED
standing,ironing,0.016,0,RED
standing,ironing,0.011,0,RED
standing,ironing,0.132,0,RED
standing,ironing,0.142,0,RED
standing,ironing,0.016,0,RED
standing,ironing,0.03,0,RED
standing,ironing,0.039,0,RED
standing,ironing,0.021,0,RED
standing,ironing,0.013,0,RED
standing,ironing,0.04,0,RED
standing,ironing,0.007,0,RED
standing,ironing,0.04,0,RED
standing,ironing,0.047,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.016,0,RED
standing,ironing,0.011,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.032,0,RED
standing,ironing,0.03,0,RED
standing,ironing,0.044,0,RED
standing,ironing,0.018,0,RED
standing,ironing,0.017,0,RED
standing,ironing,0.011,0,RED
standing,ironing,0.036,0,RED
standing,ironing,0.011,0,RED
standing,ironing,0.021,0,RED
standing,ironing,0.037,0,RED
standing,ironing,0.017,0,RED
standing,ironing,0.032,0,RED
standing,ironing,0.008,0,RED
standing,ironing,0.008,0,RED
standing,ironing,0.008,0,RED
standing,ironing,0.008,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.008,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
standing,ironing,0.009,0,RED
ironing,ironing,0.926,1,GREEN
ironing,ironing,0.926,1,GREEN
ironing,ironing,0.926,1,GREEN
ironing,ironing,0.926,1,GREEN
ironing,ironing,0.926,1,GREEN
ironing,ironing,0.924,1,GREEN
ironing,ironing,0.924,1,GREEN
ironing,ironing,0.166,1,RED
ironing,ironing,0.095,1,RED
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.931,1,GREEN
ironing,ironing,0.931,1,GREEN
ironing,ironing,0.93,1,GREEN
ironing,ironing,0.932,1,GREEN
ironing,ironing,0.931,1,GREEN
ironing,ironing,0.933,1,GREEN
ironing,ironing,0.935,1,GREEN
ironing,ironing,0.933,1,GREEN
ironing,ironing,0.93,1,GREEN
ironing,ironing,0.931,1,GREEN
ironing,ironing,0.928,1,GREEN
ironing,ironing,0.931,1,GREEN
ironing,ironing,0.932,1,GREEN
ironing,ironing,0.928,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.93,1,GREEN
ironing,ironing,0.931,1,GREEN
ironing,ironing,0.93,1,GREEN
ironing,ironing,0.931,1,GREEN
ironing,ironing,0.93,1,GREEN
ironing,ironing,0.931,1,GREEN
ironing,ironing,0.93,1,GREEN
ironing,ironing,0.931,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.93,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.928,1,GREEN
ironing,ironing,0.928,1,GREEN
ironing,ironing,0.928,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.928,1,GREEN
ironing,ironing,0.927,1,GREEN
ironing,ironing,0.927,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.93,1,GREEN
ironing,ironing,0.93,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.93,1,GREEN
ironing,ironing,0.93,1,GREEN
ironing,ironing,0.93,1,GREEN
ironing,ironing,0.931,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.93,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.93,1,GREEN
ironing,ironing,0.93,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.93,1,GREEN
ironing,ironing,0.931,1,GREEN
ironing,ironing,0.931,1,GREEN
ironing,ironing,0.93,1,GREEN
ironing,ironing,0.93,1,GREEN
ironing,ironing,0.928,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.928,1,GREEN
ironing,ironing,0.928,1,GREEN
ironing,ironing,0.928,1,GREEN
ironing,ironing,0.928,1,GREEN
ironing,ironing,0.928,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.93,1,GREEN
ironing,ironing,0.93,1,GREEN
ironing,ironing,0.93,1,GREEN
ironing,ironing,0.93,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.928,1,GREEN
ironing,ironing,0.928,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.928,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.928,1,GREEN
ironing,ironing,0.927,1,GREEN
ironing,ironing,0.928,1,GREEN
ironing,ironing,0.93,1,GREEN
ironing,ironing,0.93,1,GREEN
ironing,ironing,0.932,1,GREEN
ironing,ironing,0.931,1,GREEN
ironing,ironing,0.931,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.928,1,GREEN
ironing,ironing,0.928,1,GREEN
ironing,ironing,0.93,1,GREEN
ironing,ironing,0.928,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.93,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.93,1,GREEN
ironing,ironing,0.933,1,GREEN
ironing,ironing,0.931,1,GREEN
ironing,ironing,0.93,1,GREEN
ironing,ironing,0.927,1,GREEN
ironing,ironing,0.932,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.927,1,GREEN
ironing,ironing,0.928,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.927,1,GREEN
ironing,ironing,0.93,1,GREEN
ironing,ironing,0.93,1,GREEN
ironing,ironing,0.93,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.93,1,GREEN
ironing,ironing,0.93,1,GREEN
ironing,ironing,0.93,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.93,1,GREEN
ironing,ironing,0.931,1,GREEN
ironing,ironing,0.932,1,GREEN
ironing,ironing,0.932,1,GREEN
ironing,ironing,0.93,1,GREEN
ironing,ironing,0.932,1,GREEN
ironing,ironing,0.932,1,GREEN
ironing,ironing,0.933,1,GREEN
ironing,ironing,0.927,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.927,1,GREEN
ironing,ironing,0.928,1,GREEN
ironing,ironing,0.927,1,GREEN
ironing,ironing,0.928,1,GREEN
ironing,ironing,0.926,1,GREEN
ironing,ironing,0.926,1,GREEN
ironing,ironing,0.926,1,GREEN
ironing,ironing,0.927,1,GREEN
ironing,ironing,0.927,1,GREEN
ironing,ironing,0.927,1,GREEN
ironing,ironing,0.927,1,GREEN
ironing,ironing,0.928,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.93,1,GREEN
ironing,ironing,0.93,1,GREEN
ironing,ironing,0.93,1,GREEN
ironing,ironing,0.931,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.93,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.928,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.93,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.931,1,GREEN
ironing,ironing,0.93,1,GREEN
ironing,ironing,0.93,1,GREEN
ironing,ironing,0.93,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.928,1,GREEN
ironing,ironing,0.929,1,GREEN
ironing,ironing,0.928,1,GREEN
ironing,ironing,0.928,1,GREEN
