subject,confidence,predicted_activity,actual_activity,is_correct,traffic_light
105,0.9937,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.999,lying,lying,1,GREEN
105,0.999,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9921,lying,lying,1,GREEN
105,0.9908,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9926,lying,lying,1,GREEN
105,0.9881,lying,lying,1,GREEN
105,0.9861,lying,lying,1,GREEN
105,0.9847,lying,lying,1,GREEN
105,0.9892,lying,lying,1,GREEN
105,0.9882,lying,lying,1,GREEN
105,0.9915,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9941,lying,lying,1,GREEN
105,0.9941,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9929,lying,lying,1,GREEN
105,0.9915,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9902,lying,lying,1,GREEN
105,0.9887,lying,lying,1,GREEN
105,0.9878,lying,lying,1,GREEN
105,0.9892,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9907,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9274,lying,lying,1,GREEN
105,0.8688,lying,lying,1,GREEN
105,0.801,lying,lying,1,GREEN
105,0.7644,lying,lying,1,GREEN
105,0.9489,lying,lying,1,GREEN
105,0.9741,lying,lying,1,GREEN
105,0.921,lying,lying,1,GREEN
105,0.9955,lying,lying,1,GREEN
105,0.9958,lying,lying,1,GREEN
105,0.9973,lying,lying,1,GREEN
105,0.9985,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9907,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9907,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9907,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9907,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9907,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9907,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9907,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9907,lying,lying,1,GREEN
105,0.9907,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9907,lying,lying,1,GREEN
105,0.9907,lying,lying,1,GREEN
105,0.9907,lying,lying,1,GREEN
105,0.9907,lying,lying,1,GREEN
105,0.9907,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9929,lying,lying,1,GREEN
105,0.99,lying,lying,1,GREEN
105,0.9877,lying,lying,1,GREEN
105,0.9929,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9937,lying,lying,1,GREEN
105,0.9922,lying,lying,1,GREEN
105,0.9767,lying,lying,1,GREEN
105,0.9471,lying,lying,1,GREEN
105,0.8628,lying,lying,1,GREEN
105,0.667,lying,lying,1,YELLOW
105,0.6521,lying,lying,1,YELLOW
105,0.6057,lying,lying,1,YELLOW
105,0.6954,lying,lying,1,YELLOW
105,0.6219,lying,lying,1,YELLOW
105,0.5874,lying,lying,1,YELLOW
105,0.6582,lying,lying,1,YELLOW
105,0.6335,lying,lying,1,YELLOW
105,0.564,lying,lying,1,YELLOW
105,0.5576,lying,lying,1,YELLOW
105,0.6232,lying,lying,1,YELLOW
105,0.7081,lying,lying,1,YELLOW
105,0.697,lying,lying,1,YELLOW
105,0.705,lying,lying,1,YELLOW
105,0.7045,lying,lying,1,YELLOW
105,0.6718,lying,lying,1,YELLOW
105,0.419,standing,sitting,0,RED
105,0.4928,standing,sitting,0,YELLOW
105,0.5622,standing,sitting,0,YELLOW
105,0.5863,standing,sitting,0,YELLOW
105,0.5934,standing,sitting,0,YELLOW
105,0.5994,standing,sitting,0,YELLOW
105,0.5386,standing,sitting,0,YELLOW
105,0.584,standing,sitting,0,YELLOW
105,0.5104,standing,sitting,0,YELLOW
105,0.3509,standing,sitting,0,RED
105,0.3306,vacuuming,sitting,0,RED
105,0.4588,standing,sitting,0,YELLOW
105,0.4104,vacuuming,sitting,0,RED
105,0.4149,vacuuming,sitting,0,RED
105,0.4056,vacuuming,sitting,0,RED
105,0.4963,vacuuming,sitting,0,YELLOW
105,0.3454,sitting,sitting,1,RED
105,0.6101,vacuuming,sitting,0,YELLOW
105,0.6902,sitting,sitting,1,YELLOW
105,0.7956,sitting,sitting,1,GREEN
105,0.8788,sitting,sitting,1,GREEN
105,0.882,sitting,sitting,1,GREEN
105,0.9049,sitting,sitting,1,GREEN
105,0.9195,sitting,sitting,1,GREEN
105,0.9413,sitting,sitting,1,GREEN
105,0.9537,sitting,sitting,1,GREEN
105,0.9748,sitting,sitting,1,GREEN
105,0.9832,sitting,sitting,1,GREEN
105,0.9827,sitting,sitting,1,GREEN
105,0.9903,sitting,sitting,1,GREEN
105,0.9985,sitting,sitting,1,GREEN
105,0.996,sitting,sitting,1,GREEN
105,0.9933,sitting,sitting,1,GREEN
105,0.9889,sitting,sitting,1,GREEN
105,0.9792,sitting,sitting,1,GREEN
105,0.977,sitting,sitting,1,GREEN
105,0.9741,sitting,sitting,1,GREEN
105,0.9824,sitting,sitting,1,GREEN
105,0.9456,sitting,sitting,1,GREEN
105,0.8007,sitting,sitting,1,GREEN
105,0.7683,sitting,sitting,1,GREEN
105,0.6798,sitting,sitting,1,YELLOW
105,0.6723,sitting,sitting,1,YELLOW
105,0.7005,sitting,sitting,1,YELLOW
105,0.6978,sitting,sitting,1,YELLOW
105,0.7187,sitting,sitting,1,YELLOW
105,0.7386,sitting,sitting,1,YELLOW
105,0.752,sitting,sitting,1,GREEN
105,0.7474,sitting,sitting,1,YELLOW
105,0.752,sitting,sitting,1,GREEN
105,0.7525,sitting,sitting,1,GREEN
105,0.7519,sitting,sitting,1,GREEN
105,0.7521,sitting,sitting,1,GREEN
105,0.7552,sitting,sitting,1,GREEN
105,0.7524,sitting,sitting,1,GREEN
105,0.7534,sitting,sitting,1,GREEN
105,0.7515,sitting,sitting,1,GREEN
105,0.7264,sitting,sitting,1,YELLOW
105,0.7571,sitting,sitting,1,GREEN
105,0.7504,sitting,sitting,1,GREEN
105,0.7408,sitting,sitting,1,YELLOW
105,0.7264,sitting,sitting,1,YELLOW
105,0.7295,sitting,sitting,1,YELLOW
105,0.7354,sitting,sitting,1,YELLOW
105,0.7393,sitting,sitting,1,YELLOW
105,0.7421,sitting,sitting,1,YELLOW
105,0.7538,sitting,sitting,1,GREEN
105,0.751,sitting,sitting,1,GREEN
105,0.7467,sitting,sitting,1,YELLOW
105,0.7491,sitting,sitting,1,YELLOW
105,0.7424,sitting,sitting,1,YELLOW
105,0.7419,sitting,sitting,1,YELLOW
105,0.7493,sitting,sitting,1,YELLOW
105,0.7524,sitting,sitting,1,GREEN
105,0.7548,sitting,sitting,1,GREEN
105,0.7542,sitting,sitting,1,GREEN
105,0.7559,sitting,sitting,1,GREEN
105,0.648,sitting,sitting,1,YELLOW
105,0.6314,sitting,sitting,1,YELLOW
105,0.5926,sitting,sitting,1,YELLOW
105,0.4037,sitting,sitting,1,RED
105,0.4686,sitting,sitting,1,YELLOW
105,0.4231,sitting,sitting,1,RED
105,0.3993,sitting,sitting,1,RED
105,0.5419,sitting,sitting,1,YELLOW
105,0.6637,sitting,sitting,1,YELLOW
105,0.697,sitting,sitting,1,YELLOW
105,0.576,sitting,sitting,1,YELLOW
105,0.5458,sitting,sitting,1,YELLOW
105,0.506,sitting,sitting,1,YELLOW
105,0.5564,sitting,sitting,1,YELLOW
105,0.5401,sitting,sitting,1,YELLOW
105,0.5137,sitting,sitting,1,YELLOW
105,0.5745,sitting,sitting,1,YELLOW
105,0.5863,sitting,sitting,1,YELLOW
105,0.6643,sitting,sitting,1,YELLOW
105,0.6727,sitting,sitting,1,YELLOW
105,0.7545,sitting,sitting,1,GREEN
105,0.7409,sitting,sitting,1,YELLOW
105,0.7834,sitting,sitting,1,GREEN
105,0.788,sitting,sitting,1,GREEN
105,0.788,sitting,sitting,1,GREEN
105,0.7812,sitting,sitting,1,GREEN
105,0.7817,sitting,sitting,1,GREEN
105,0.7639,sitting,sitting,1,GREEN
105,0.7675,sitting,sitting,1,GREEN
105,0.7781,sitting,sitting,1,GREEN
105,0.7918,sitting,sitting,1,GREEN
105,0.795,sitting,sitting,1,GREEN
105,0.7954,sitting,sitting,1,GREEN
105,0.7931,sitting,sitting,1,GREEN
105,0.7944,sitting,sitting,1,GREEN
105,0.7959,sitting,sitting,1,GREEN
105,0.7947,sitting,sitting,1,GREEN
105,0.7983,sitting,sitting,1,GREEN
105,0.7999,sitting,sitting,1,GREEN
105,0.7979,sitting,sitting,1,GREEN
105,0.8008,sitting,sitting,1,GREEN
105,0.8007,sitting,sitting,1,GREEN
105,0.8003,sitting,sitting,1,GREEN
105,0.7679,sitting,sitting,1,GREEN
105,0.7967,sitting,sitting,1,GREEN
105,0.7928,sitting,sitting,1,GREEN
105,0.7958,sitting,sitting,1,GREEN
105,0.7983,sitting,sitting,1,GREEN
105,0.7994,sitting,sitting,1,GREEN
105,0.7994,sitting,sitting,1,GREEN
105,0.7929,sitting,sitting,1,GREEN
105,0.7946,sitting,sitting,1,GREEN
105,0.7961,sitting,sitting,1,GREEN
105,0.7977,sitting,sitting,1,GREEN
105,0.7973,sitting,sitting,1,GREEN
105,0.7977,sitting,sitting,1,GREEN
105,0.7986,sitting,sitting,1,GREEN
105,0.7964,sitting,sitting,1,GREEN
105,0.7948,sitting,sitting,1,GREEN
105,0.7962,sitting,sitting,1,GREEN
105,0.7912,sitting,sitting,1,GREEN
105,0.7898,sitting,sitting,1,GREEN
105,0.7874,sitting,sitting,1,GREEN
105,0.7778,sitting,sitting,1,GREEN
105,0.7898,sitting,sitting,1,GREEN
105,0.7991,sitting,sitting,1,GREEN
105,0.7961,sitting,sitting,1,GREEN
105,0.7946,sitting,sitting,1,GREEN
105,0.7898,sitting,sitting,1,GREEN
105,0.7889,sitting,sitting,1,GREEN
105,0.7924,sitting,sitting,1,GREEN
105,0.7829,sitting,sitting,1,GREEN
105,0.772,sitting,sitting,1,GREEN
105,0.7215,sitting,sitting,1,YELLOW
105,0.6241,sitting,sitting,1,YELLOW
105,0.5833,sitting,sitting,1,YELLOW
105,0.6036,sitting,sitting,1,YELLOW
105,0.5162,sitting,sitting,1,YELLOW
105,0.339,sitting,sitting,1,RED
105,0.3095,sitting,sitting,1,RED
105,0.361,sitting,sitting,1,RED
105,0.327,sitting,sitting,1,RED
105,0.3617,sitting,sitting,1,RED
105,0.4038,sitting,sitting,1,RED
105,0.3807,sitting,sitting,1,RED
105,0.5689,sitting,sitting,1,YELLOW
105,0.5485,sitting,sitting,1,YELLOW
105,0.5045,sitting,sitting,1,YELLOW
105,0.4011,sitting,sitting,1,RED
105,0.4718,sitting,sitting,1,YELLOW
105,0.5291,sitting,sitting,1,YELLOW
105,0.5522,sitting,sitting,1,YELLOW
105,0.4921,sitting,sitting,1,YELLOW
105,0.4815,sitting,sitting,1,YELLOW
105,0.4403,sitting,sitting,1,RED
105,0.4988,sitting,sitting,1,YELLOW
105,0.4797,sitting,sitting,1,YELLOW
105,0.3905,sitting,sitting,1,RED
105,0.3384,sitting,sitting,1,RED
105,0.4707,sitting,sitting,1,YELLOW
105,0.5342,sitting,sitting,1,YELLOW
105,0.4758,sitting,sitting,1,YELLOW
105,0.4874,sitting,sitting,1,YELLOW
105,0.6249,sitting,sitting,1,YELLOW
105,0.6186,sitting,sitting,1,YELLOW
105,0.6236,sitting,sitting,1,YELLOW
105,0.6772,sitting,sitting,1,YELLOW
105,0.6681,sitting,sitting,1,YELLOW
105,0.6691,sitting,sitting,1,YELLOW
105,0.6572,sitting,sitting,1,YELLOW
105,0.5265,sitting,sitting,1,YELLOW
105,0.577,sitting,sitting,1,YELLOW
105,0.6254,sitting,sitting,1,YELLOW
105,0.3976,sitting,sitting,1,RED
105,0.31,sitting,sitting,1,RED
105,0.3885,sitting,sitting,1,RED
105,0.4015,sitting,sitting,1,RED
105,0.5716,sitting,sitting,1,YELLOW
105,0.5837,sitting,sitting,1,YELLOW
105,0.4386,sitting,sitting,1,RED
105,0.3585,ironing,sitting,0,RED
105,0.3637,ironing,sitting,0,RED
105,0.4049,sitting,sitting,1,RED
105,0.3411,sitting,sitting,1,RED
105,0.4749,sitting,sitting,1,YELLOW
105,0.3872,sitting,sitting,1,RED
105,0.2521,sitting,sitting,1,RED
105,0.223,stairs_down,sitting,0,RED
105,0.2424,sitting,sitting,1,RED
105,0.4025,sitting,sitting,1,RED
105,0.6326,sitting,sitting,1,YELLOW
105,0.7211,sitting,sitting,1,YELLOW
105,0.6927,sitting,sitting,1,YELLOW
105,0.6503,sitting,sitting,1,YELLOW
105,0.5931,sitting,sitting,1,YELLOW
105,0.6398,sitting,sitting,1,YELLOW
105,0.7279,sitting,sitting,1,YELLOW
105,0.5063,sitting,sitting,1,YELLOW
105,0.4856,sitting,sitting,1,YELLOW
105,0.6696,sitting,sitting,1,YELLOW
105,0.6505,sitting,sitting,1,YELLOW
105,0.767,sitting,sitting,1,GREEN
105,0.7838,sitting,sitting,1,GREEN
105,0.7864,sitting,sitting,1,GREEN
105,0.7858,sitting,sitting,1,GREEN
105,0.7772,sitting,sitting,1,GREEN
105,0.7878,sitting,sitting,1,GREEN
105,0.7902,sitting,sitting,1,GREEN
105,0.7973,sitting,sitting,1,GREEN
105,0.8028,sitting,sitting,1,GREEN
105,0.802,sitting,sitting,1,GREEN
105,0.8011,sitting,sitting,1,GREEN
105,0.8007,sitting,sitting,1,GREEN
105,0.7998,sitting,sitting,1,GREEN
105,0.8002,sitting,sitting,1,GREEN
105,0.7976,sitting,sitting,1,GREEN
105,0.7943,sitting,sitting,1,GREEN
105,0.8031,sitting,sitting,1,GREEN
105,0.8033,sitting,sitting,1,GREEN
105,0.802,sitting,sitting,1,GREEN
105,0.8007,sitting,sitting,1,GREEN
105,0.8007,sitting,sitting,1,GREEN
105,0.8034,sitting,sitting,1,GREEN
105,0.7992,sitting,sitting,1,GREEN
105,0.7947,sitting,sitting,1,GREEN
105,0.7933,sitting,sitting,1,GREEN
105,0.7964,sitting,sitting,1,GREEN
105,0.7892,sitting,sitting,1,GREEN
105,0.7835,sitting,sitting,1,GREEN
105,0.7835,sitting,sitting,1,GREEN
105,0.7255,sitting,sitting,1,YELLOW
105,0.7579,sitting,sitting,1,GREEN
105,0.7986,sitting,sitting,1,GREEN
105,0.7978,sitting,sitting,1,GREEN
105,0.797,sitting,sitting,1,GREEN
105,0.792,sitting,sitting,1,GREEN
105,0.7978,sitting,sitting,1,GREEN
105,0.7999,sitting,sitting,1,GREEN
105,0.8013,sitting,sitting,1,GREEN
105,0.803,sitting,sitting,1,GREEN
105,0.7979,sitting,sitting,1,GREEN
105,0.8022,sitting,sitting,1,GREEN
105,0.7993,sitting,sitting,1,GREEN
105,0.796,sitting,sitting,1,GREEN
105,0.8007,sitting,sitting,1,GREEN
105,0.7993,sitting,sitting,1,GREEN
105,0.7998,sitting,sitting,1,GREEN
105,0.7943,sitting,sitting,1,GREEN
105,0.7993,sitting,sitting,1,GREEN
105,0.8032,sitting,sitting,1,GREEN
105,0.7298,sitting,sitting,1,YELLOW
105,0.7875,sitting,sitting,1,GREEN
105,0.7866,sitting,sitting,1,GREEN
105,0.794,sitting,sitting,1,GREEN
105,0.7923,sitting,sitting,1,GREEN
105,0.7945,sitting,sitting,1,GREEN
105,0.7737,sitting,sitting,1,GREEN
105,0.6035,sitting,sitting,1,YELLOW
105,0.6295,sitting,sitting,1,YELLOW
105,0.5734,sitting,sitting,1,YELLOW
105,0.6346,sitting,sitting,1,YELLOW
105,0.4855,sitting,sitting,1,YELLOW
105,0.227,sitting,sitting,1,RED
105,0.2577,stairs_down,sitting,0,RED
105,0.2652,standing,sitting,0,RED
105,0.2661,standing,sitting,0,RED
105,0.2959,stairs_down,sitting,0,RED
105,0.2809,stairs_down,sitting,0,RED
105,0.352,sitting,sitting,1,RED
105,0.4743,sitting,sitting,1,YELLOW
105,0.5693,sitting,sitting,1,YELLOW
105,0.6618,sitting,sitting,1,YELLOW
105,0.7755,sitting,sitting,1,GREEN
105,0.7891,sitting,sitting,1,GREEN
105,0.7763,sitting,sitting,1,GREEN
105,0.6639,sitting,sitting,1,YELLOW
105,0.6926,sitting,sitting,1,YELLOW
105,0.7172,sitting,sitting,1,YELLOW
105,0.7582,sitting,sitting,1,GREEN
105,0.7829,sitting,sitting,1,GREEN
105,0.7737,sitting,sitting,1,GREEN
105,0.7284,sitting,sitting,1,YELLOW
105,0.5974,sitting,sitting,1,YELLOW
105,0.6986,sitting,sitting,1,YELLOW
105,0.6894,sitting,sitting,1,YELLOW
105,0.6476,sitting,sitting,1,YELLOW
105,0.5999,sitting,sitting,1,YELLOW
105,0.6162,sitting,sitting,1,YELLOW
105,0.3958,sitting,sitting,1,RED
105,0.3399,standing,sitting,0,RED
105,0.3552,standing,sitting,0,RED
105,0.3714,sitting,sitting,1,RED
105,0.3848,sitting,sitting,1,RED
105,0.3554,sitting,sitting,1,RED
105,0.3696,sitting,sitting,1,RED
105,0.3703,sitting,sitting,1,RED
105,0.4106,sitting,sitting,1,RED
105,0.4494,sitting,sitting,1,RED
105,0.4029,sitting,sitting,1,RED
105,0.4181,sitting,sitting,1,RED
105,0.3562,sitting,sitting,1,RED
105,0.4335,sitting,sitting,1,RED
105,0.3965,sitting,sitting,1,RED
105,0.3685,sitting,sitting,1,RED
