true_activity,pred_activity,confidence,is_correct,traffic_light,routed
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,0.982,1,GREEN,0
sitting,sitting,0.955,1,GREEN,0
sitting,sitting,0.919,1,GREEN,0
sitting,sitting,0.941,1,GREEN,0
sitting,sitting,0.953,1,GREEN,0
sitting,sitting,0.927,1,GREEN,0
sitting,sitting,0.935,1,GREEN,0
sitting,sitting,0.951,1,GREEN,0
sitting,sitting,0.961,1,GREEN,0
sitting,sitting,0.958,1,GREEN,0
sitting,sitting,0.96,1,GREEN,0
sitting,sitting,0.958,1,GREEN,0
sitting,sitting,0.952,1,GREEN,0
sitting,sitting,0.952,1,GREEN,0
sitting,sitting,0.957,1,GREEN,0
sitting,sitting,0.956,1,GREEN,0
sitting,sitting,0.96,1,GREEN,0
sitting,sitting,0.96,1,GREEN,0
sitting,sitting,0.956,1,GREEN,0
sitting,sitting,0.954,1,GREEN,0
sitting,sitting,0.963,1,GREEN,0
sitting,sitting,0.964,1,GREEN,0
sitting,sitting,0.953,1,GREEN,0
sitting,sitting,0.956,1,GREEN,0
sitting,sitting,0.95,1,GREEN,0
sitting,sitting,0.949,1,GREEN,0
sitting,sitting,0.949,1,GREEN,0
sitting,sitting,0.952,1,GREEN,0
sitting,sitting,0.955,1,GREEN,0
sitting,sitting,0.954,1,GREEN,0
sitting,sitting,0.951,1,GREEN,0
sitting,sitting,0.961,1,GREEN,0
sitting,sitting,0.964,1,GREEN,0
sitting,sitting,0.957,1,GREEN,0
sitting,sitting,0.956,1,GREEN,0
sitting,sitting,0.965,1,GREEN,0
sitting,sitting,0.963,1,GREEN,0
sitting,sitting,0.961,1,GREEN,0
sitting,sitting,0.957,1,GREEN,0
sitting,sitting,0.955,1,GREEN,0
sitting,sitting,0.953,1,GREEN,0
sitting,sitting,0.955,1,GREEN,0
sitting,sitting,0.943,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,1.0,1,GREEN,0
sitting,sitting,0.916,1,GREEN,0
sitting,sitting,0.797,1,GREEN,0
sitting,sitting,0.962,1,GREEN,0
sitting,sitting,0.93,1,GREEN,0
sitting,sitting,0.779,1,GREEN,0
sitting,standing,0.609,0,YELLOW,0
sitting,standing,0.573,0,YELLOW,0
sitting,standing,0.526,0,YELLOW,0
standing,standing,0.958,1,GREEN,0
standing,standing,0.925,1,GREEN,0
standing,standing,0.967,1,GREEN,0
standing,standing,0.987,1,GREEN,0
standing,standing,0.99,1,GREEN,0
standing,standing,0.991,1,GREEN,0
standing,standing,0.991,1,GREEN,0
standing,standing,0.991,1,GREEN,0
standing,standing,0.981,1,GREEN,0
standing,standing,0.883,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,1.0,1,GREEN,0
standing,standing,0.941,1,GREEN,0
standing,ironing,0.52,0,YELLOW,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,0.757,0,GREEN,0
standing,ironing,0.76,0,GREEN,0
standing,standing,0.654,1,YELLOW,0
standing,standing,0.777,1,GREEN,0
standing,standing,0.95,1,GREEN,0
standing,standing,0.976,1,GREEN,0
standing,standing,0.989,1,GREEN,0
standing,standing,0.99,1,GREEN,0
standing,standing,0.986,1,GREEN,0
standing,standing,0.942,1,GREEN,0
standing,standing,0.979,1,GREEN,0
standing,standing,0.985,1,GREEN,0
standing,standing,0.934,1,GREEN,0
standing,standing,0.957,1,GREEN,0
standing,standing,0.982,1,GREEN,0
standing,standing,0.985,1,GREEN,0
standing,standing,0.987,1,GREEN,0
standing,standing,0.946,1,GREEN,0
standing,standing,0.882,1,GREEN,0
standing,standing,0.985,1,GREEN,0
standing,standing,0.988,1,GREEN,0
standing,standing,0.988,1,GREEN,0
standing,standing,0.886,1,GREEN,0
standing,standing,0.988,1,GREEN,0
standing,standing,0.988,1,GREEN,0
standing,standing,0.988,1,GREEN,0
standing,standing,0.987,1,GREEN,0
standing,standing,0.987,1,GREEN,0
standing,standing,0.991,1,GREEN,0
standing,standing,0.983,1,GREEN,0
standing,standing,0.986,1,GREEN,0
standing,standing,0.984,1,GREEN,0
standing,standing,0.984,1,GREEN,0
standing,standing,0.987,1,GREEN,0
standing,standing,0.98,1,GREEN,0
standing,standing,0.974,1,GREEN,0
standing,standing,0.984,1,GREEN,0
standing,standing,0.834,1,GREEN,0
standing,standing,0.815,1,GREEN,0
standing,standing,0.723,1,YELLOW,0
standing,standing,0.653,1,YELLOW,0
standing,ironing,0.617,0,YELLOW,0
standing,ironing,0.757,0,GREEN,0
standing,ironing,0.623,0,YELLOW,0
standing,ironing,0.686,0,YELLOW,0
standing,ironing,0.695,0,YELLOW,0
standing,ironing,0.717,0,YELLOW,0
standing,ironing,0.626,0,YELLOW,0
standing,ironing,0.764,0,GREEN,0
standing,ironing,0.815,0,GREEN,0
standing,ironing,0.781,0,GREEN,0
standing,ironing,0.819,0,GREEN,0
standing,ironing,0.905,0,GREEN,0
standing,ironing,0.931,0,GREEN,0
standing,ironing,0.848,0,GREEN,0
standing,ironing,0.772,0,GREEN,0
standing,ironing,0.752,0,GREEN,0
standing,ironing,0.693,0,YELLOW,0
standing,ironing,0.703,0,YELLOW,0
standing,ironing,0.678,0,YELLOW,0
standing,ironing,0.661,0,YELLOW,0
standing,ironing,0.695,0,YELLOW,0
standing,ironing,0.709,0,YELLOW,0
standing,ironing,0.739,0,YELLOW,0
standing,ironing,0.725,0,YELLOW,0
standing,ironing,0.719,0,YELLOW,0
standing,ironing,0.703,0,YELLOW,0
standing,ironing,0.75,0,YELLOW,0
standing,ironing,0.886,0,GREEN,0
standing,ironing,0.925,0,GREEN,0
standing,ironing,0.914,0,GREEN,0
standing,ironing,0.898,0,GREEN,0
standing,ironing,0.87,0,GREEN,0
standing,ironing,0.808,0,GREEN,0
standing,ironing,0.743,0,YELLOW,0
standing,ironing,0.647,0,YELLOW,0
standing,ironing,0.625,0,YELLOW,0
standing,ironing,0.64,0,YELLOW,0
standing,ironing,0.648,0,YELLOW,0
standing,ironing,0.637,0,YELLOW,0
standing,ironing,0.641,0,YELLOW,0
standing,ironing,0.653,0,YELLOW,0
standing,standing,0.649,1,YELLOW,0
standing,standing,0.928,1,GREEN,0
standing,standing,0.933,1,GREEN,0
standing,standing,0.831,1,GREEN,0
standing,standing,0.675,1,YELLOW,0
standing,standing,0.744,1,YELLOW,0
standing,standing,0.771,1,GREEN,0
standing,standing,0.76,1,GREEN,0
standing,standing,0.77,1,GREEN,0
standing,standing,0.791,1,GREEN,0
standing,standing,0.762,1,GREEN,0
standing,standing,0.701,1,YELLOW,0
standing,standing,0.745,1,YELLOW,0
standing,standing,0.733,1,YELLOW,0
standing,standing,0.792,1,GREEN,0
standing,standing,0.889,1,GREEN,0
standing,standing,0.89,1,GREEN,0
standing,standing,0.863,1,GREEN,0
standing,standing,0.828,1,GREEN,0
standing,standing,0.841,1,GREEN,0
standing,standing,0.88,1,GREEN,0
standing,standing,0.86,1,GREEN,0
standing,standing,0.866,1,GREEN,0
standing,standing,0.87,1,GREEN,0
standing,standing,0.869,1,GREEN,0
standing,standing,0.877,1,GREEN,0
standing,standing,0.896,1,GREEN,0
standing,standing,0.858,1,GREEN,0
standing,standing,0.885,1,GREEN,0
standing,standing,0.971,1,GREEN,0
standing,standing,0.988,1,GREEN,0
standing,standing,0.983,1,GREEN,0
standing,standing,0.956,1,GREEN,0
standing,standing,0.931,1,GREEN,0
standing,standing,0.957,1,GREEN,0
standing,standing,0.973,1,GREEN,0
standing,standing,0.972,1,GREEN,0
standing,standing,0.982,1,GREEN,0
standing,standing,0.982,1,GREEN,0
standing,standing,0.984,1,GREEN,0
standing,standing,0.983,1,GREEN,0
standing,standing,0.98,1,GREEN,0
standing,standing,0.982,1,GREEN,0
standing,standing,0.978,1,GREEN,0
standing,standing,0.982,1,GREEN,0
standing,standing,0.982,1,GREEN,0
standing,standing,0.982,1,GREEN,0
standing,standing,0.982,1,GREEN,0
standing,standing,0.982,1,GREEN,0
standing,standing,0.981,1,GREEN,0
standing,standing,0.983,1,GREEN,0
standing,standing,0.985,1,GREEN,0
standing,standing,0.986,1,GREEN,0
standing,standing,0.984,1,GREEN,0
standing,standing,0.984,1,GREEN,0
standing,standing,0.982,1,GREEN,0
standing,standing,0.982,1,GREEN,0
standing,standing,0.982,1,GREEN,0
standing,standing,0.947,1,GREEN,0
standing,standing,0.859,1,GREEN,0
standing,standing,0.804,1,GREEN,0
standing,standing,0.962,1,GREEN,0
standing,standing,0.974,1,GREEN,0
standing,standing,0.972,1,GREEN,0
standing,standing,0.976,1,GREEN,0
standing,standing,0.974,1,GREEN,0
standing,standing,0.973,1,GREEN,0
standing,standing,0.976,1,GREEN,0
standing,standing,0.977,1,GREEN,0
standing,standing,0.978,1,GREEN,0
standing,standing,0.975,1,GREEN,0
standing,standing,0.975,1,GREEN,0
standing,standing,0.975,1,GREEN,0
standing,standing,0.976,1,GREEN,0
standing,standing,0.977,1,GREEN,0
standing,standing,0.978,1,GREEN,0
standing,standing,0.981,1,GREEN,0
standing,standing,0.979,1,GREEN,0
standing,standing,0.978,1,GREEN,0
standing,standing,0.843,1,GREEN,0
standing,standing,0.852,1,GREEN,0
standing,standing,0.878,1,GREEN,0
standing,standing,0.875,1,GREEN,0
standing,standing,0.875,1,GREEN,0
standing,standing,0.808,1,GREEN,0
standing,standing,0.784,1,GREEN,0
standing,standing,0.759,1,GREEN,0
standing,standing,0.704,1,YELLOW,0
standing,standing,0.746,1,YELLOW,0
standing,standing,0.723,1,YELLOW,0
standing,standing,0.7,1,YELLOW,0
standing,standing,0.74,1,YELLOW,0
standing,standing,0.716,1,YELLOW,0
standing,standing,0.745,1,YELLOW,0
standing,standing,0.738,1,YELLOW,0
standing,standing,0.789,1,GREEN,0
standing,standing,0.752,1,GREEN,0
standing,standing,0.7,1,YELLOW,0
standing,standing,0.713,1,YELLOW,0
standing,standing,0.727,1,YELLOW,0
standing,standing,0.68,1,YELLOW,0
standing,ironing,0.71,0,YELLOW,0
standing,ironing,0.685,0,YELLOW,0
standing,ironing,0.624,0,YELLOW,0
standing,ironing,0.632,0,YELLOW,0
standing,ironing,0.827,0,GREEN,0
standing,ironing,0.781,0,GREEN,0
standing,ironing,0.819,0,GREEN,0
standing,ironing,0.738,0,YELLOW,0
standing,ironing,0.747,0,YELLOW,0
standing,ironing,0.82,0,GREEN,0
standing,ironing,0.659,0,YELLOW,0
standing,ironing,0.666,0,YELLOW,0
standing,ironing,0.72,0,YELLOW,0
standing,ironing,0.665,0,YELLOW,0
standing,ironing,0.6,0,YELLOW,0
standing,ironing,0.603,0,YELLOW,0
standing,ironing,0.59,0,YELLOW,0
standing,ironing,0.603,0,YELLOW,0
standing,ironing,0.646,0,YELLOW,0
standing,ironing,0.85,0,GREEN,0
standing,ironing,0.943,0,GREEN,0
standing,ironing,0.874,0,GREEN,0
standing,ironing,0.688,0,YELLOW,0
standing,ironing,0.636,0,YELLOW,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,1.0,0,GREEN,0
standing,ironing,0.886,0,GREEN,0
standing,standing,0.874,1,GREEN,0
standing,standing,0.78,1,GREEN,0
standing,standing,0.779,1,GREEN,0
standing,standing,0.804,1,GREEN,0
standing,standing,0.79,1,GREEN,0
standing,standing,0.785,1,GREEN,0
standing,standing,0.788,1,GREEN,0
standing,standing,0.759,1,GREEN,0
standing,standing,0.763,1,GREEN,0
standing,standing,0.83,1,GREEN,0
standing,standing,0.749,1,YELLOW,0
standing,standing,0.831,1,GREEN,0
standing,standing,0.817,1,GREEN,0
standing,standing,0.771,1,GREEN,0
standing,standing,0.76,1,GREEN,0
standing,standing,0.8,1,GREEN,0
standing,standing,0.807,1,GREEN,0
standing,standing,0.798,1,GREEN,0
standing,standing,0.784,1,GREEN,0
standing,standing,0.821,1,GREEN,0
standing,standing,0.815,1,GREEN,0
standing,standing,0.815,1,GREEN,0
standing,standing,0.81,1,GREEN,0
standing,standing,0.818,1,GREEN,0
standing,standing,0.827,1,GREEN,0
standing,standing,0.811,1,GREEN,0
standing,standing,0.802,1,GREEN,0
standing,standing,0.796,1,GREEN,0
standing,standing,0.795,1,GREEN,0
standing,standing,0.803,1,GREEN,0
standing,standing,0.802,1,GREEN,0
standing,standing,0.802,1,GREEN,0
standing,standing,0.789,1,GREEN,0
standing,standing,0.787,1,GREEN,0
standing,standing,0.789,1,GREEN,0
standing,standing,0.788,1,GREEN,0
standing,standing,0.767,1,GREEN,0
standing,standing,0.748,1,YELLOW,0
standing,standing,0.777,1,GREEN,0
standing,standing,0.798,1,GREEN,0
standing,standing,0.806,1,GREEN,0
standing,standing,0.808,1,GREEN,0
standing,standing,0.826,1,GREEN,0
standing,standing,0.829,1,GREEN,0
standing,standing,0.8,1,GREEN,0
standing,standing,0.82,1,GREEN,0
standing,standing,0.802,1,GREEN,0
standing,standing,0.803,1,GREEN,0
standing,standing,0.81,1,GREEN,0
standing,standing,0.805,1,GREEN,0
standing,standing,0.787,1,GREEN,0
standing,standing,0.799,1,GREEN,0
standing,standing,0.811,1,GREEN,0
standing,standing,0.787,1,GREEN,0
standing,standing,0.762,1,GREEN,0
standing,standing,0.78,1,GREEN,0
standing,standing,0.801,1,GREEN,0
standing,standing,0.808,1,GREEN,0
standing,standing,0.833,1,GREEN,0
standing,standing,0.804,1,GREEN,0
standing,standing,0.81,1,GREEN,0
standing,standing,0.799,1,GREEN,0
standing,standing,0.789,1,GREEN,0
standing,standing,0.792,1,GREEN,0
standing,standing,0.779,1,GREEN,0
standing,standing,0.783,1,GREEN,0
standing,standing,0.788,1,GREEN,0
standing,standing,0.791,1,GREEN,0
standing,standing,0.769,1,GREEN,0
standing,standing,0.795,1,GREEN,0
standing,standing,0.753,1,GREEN,0
standing,standing,0.767,1,GREEN,0
standing,standing,0.802,1,GREEN,0
standing,standing,0.791,1,GREEN,0
standing,standing,0.79,1,GREEN,0
standing,standing,0.8,1,GREEN,0
standing,standing,0.799,1,GREEN,0
standing,ironing,0.8,0,GREEN,0
ironing,ironing,0.883,1,GREEN,0
ironing,ironing,1.0,1,GREEN,0
ironing,ironing,1.0,1,GREEN,0
ironing,ironing,1.0,1,GREEN,0
ironing,ironing,1.0,1,GREEN,0
ironing,ironing,1.0,1,GREEN,0
ironing,ironing,1.0,1,GREEN,0
ironing,ironing,1.0,1,GREEN,0
ironing,ironing,1.0,1,GREEN,0
ironing,ironing,1.0,1,GREEN,0
