window_id,subject,confidence,predicted_activity,actual_activity,is_correct,traffic_light
102_421,102,0.9454,lying,lying,1,GREEN
102_422,102,0.9479,lying,lying,1,GREEN
102_423,102,0.9435,lying,lying,1,GREEN
102_424,102,0.9454,lying,lying,1,GREEN
102_425,102,0.9469,lying,lying,1,GREEN
102_426,102,0.9361,lying,lying,1,GREEN
102_427,102,0.9227,lying,lying,1,GREEN
102_428,102,0.9225,lying,lying,1,GREEN
102_429,102,0.9306,lying,lying,1,GREEN
102_430,102,0.9276,lying,lying,1,GREEN
102_431,102,0.9269,lying,lying,1,GREEN
102_432,102,0.9299,lying,lying,1,GREEN
102_433,102,0.9316,lying,lying,1,GREEN
102_434,102,0.9328,lying,lying,1,GREEN
102_435,102,0.9276,lying,lying,1,GREEN
102_436,102,0.9299,lying,lying,1,GREEN
102_437,102,0.9316,lying,lying,1,GREEN
102_438,102,0.9306,lying,lying,1,GREEN
102_439,102,0.921,lying,lying,1,GREEN
102_440,102,0.9242,lying,lying,1,GREEN
102_441,102,0.9316,lying,lying,1,GREEN
102_442,102,0.9346,lying,lying,1,GREEN
102_443,102,0.9266,lying,lying,1,GREEN
102_444,102,0.7769,lying,lying,1,GREEN
102_445,102,0.7901,lying,lying,1,GREEN
102_446,102,0.8639,lying,lying,1,GREEN
102_447,102,0.882,lying,lying,1,GREEN
102_448,102,0.8183,lying,lying,1,GREEN
102_449,102,0.9212,lying,lying,1,GREEN
102_450,102,0.8673,lying,lying,1,GREEN
102_451,102,0.771,lying,lying,1,GREEN
102_452,102,0.5991,lying,lying,1,YELLOW
102_453,102,0.5448,vacuuming,lying,0,YELLOW
102_454,102,0.4595,lying,lying,1,YELLOW
102_455,102,0.2716,vacuuming,lying,0,RED
102_456,102,0.21,vacuuming,lying,0,RED
102_457,102,0.1949,standing,lying,0,RED
102_458,102,0.2274,ironing,lying,0,RED
102_459,102,0.2141,standing,lying,0,RED
102_460,102,0.2949,standing,lying,0,RED
102_461,102,0.2647,lying,lying,1,RED
102_462,102,0.2474,lying,lying,1,RED
102_463,102,0.5117,lying,lying,1,YELLOW
102_464,102,0.4232,standing,sitting,0,RED
102_465,102,0.5183,standing,sitting,0,YELLOW
102_466,102,0.5027,standing,sitting,0,YELLOW
102_467,102,0.5091,standing,sitting,0,YELLOW
102_468,102,0.5513,standing,sitting,0,YELLOW
102_469,102,0.5133,standing,sitting,0,YELLOW
102_470,102,0.5613,standing,sitting,0,YELLOW
102_471,102,0.4614,standing,sitting,0,YELLOW
102_472,102,0.4826,standing,sitting,0,YELLOW
102_473,102,0.5114,standing,sitting,0,YELLOW
102_474,102,0.3621,standing,sitting,0,RED
102_475,102,0.3521,vacuuming,sitting,0,RED
102_476,102,0.4327,vacuuming,sitting,0,RED
102_477,102,0.3936,vacuuming,sitting,0,RED
102_478,102,0.3202,standing,sitting,0,RED
102_479,102,0.4923,sitting,sitting,1,YELLOW
102_480,102,0.6797,vacuuming,sitting,0,YELLOW
102_481,102,0.7893,vacuuming,sitting,0,GREEN
102_482,102,0.8732,vacuuming,sitting,0,GREEN
102_483,102,0.7122,vacuuming,sitting,0,YELLOW
102_484,102,0.712,vacuuming,sitting,0,YELLOW
102_485,102,0.5854,vacuuming,sitting,0,YELLOW
102_486,102,0.783,vacuuming,sitting,0,GREEN
102_487,102,0.7456,vacuuming,sitting,0,YELLOW
102_488,102,0.4072,vacuuming,sitting,0,RED
102_489,102,0.3216,sitting,sitting,1,RED
102_490,102,0.4041,sitting,sitting,1,RED
102_491,102,0.3426,sitting,sitting,1,RED
102_492,102,0.4703,sitting,sitting,1,YELLOW
102_493,102,0.6278,vacuuming,sitting,0,YELLOW
102_494,102,0.5389,vacuuming,sitting,0,YELLOW
102_495,102,0.7061,vacuuming,sitting,0,YELLOW
102_496,102,0.5545,vacuuming,sitting,0,YELLOW
102_497,102,0.3763,sitting,sitting,1,RED
102_498,102,0.4769,sitting,sitting,1,YELLOW
102_499,102,0.5826,sitting,sitting,1,YELLOW
102_500,102,0.572,sitting,sitting,1,YELLOW
102_501,102,0.4789,sitting,sitting,1,YELLOW
102_502,102,0.5536,sitting,sitting,1,YELLOW
102_503,102,0.5731,sitting,sitting,1,YELLOW
102_504,102,0.5848,sitting,sitting,1,YELLOW
102_505,102,0.5699,sitting,sitting,1,YELLOW
102_506,102,0.5943,sitting,sitting,1,YELLOW
102_507,102,0.5639,sitting,sitting,1,YELLOW
102_508,102,0.5284,sitting,sitting,1,YELLOW
102_509,102,0.507,sitting,sitting,1,YELLOW
102_510,102,0.5461,sitting,sitting,1,YELLOW
102_511,102,0.5537,sitting,sitting,1,YELLOW
102_512,102,0.6022,sitting,sitting,1,YELLOW
102_513,102,0.5289,sitting,sitting,1,YELLOW
102_514,102,0.4981,sitting,sitting,1,YELLOW
102_515,102,0.4605,sitting,sitting,1,YELLOW
102_516,102,0.5035,sitting,sitting,1,YELLOW
102_517,102,0.5244,sitting,sitting,1,YELLOW
102_518,102,0.4941,sitting,sitting,1,YELLOW
102_519,102,0.5043,sitting,sitting,1,YELLOW
102_520,102,0.4297,sitting,sitting,1,RED
102_521,102,0.4806,sitting,sitting,1,YELLOW
102_522,102,0.5095,sitting,sitting,1,YELLOW
102_523,102,0.4632,sitting,sitting,1,YELLOW
102_524,102,0.4711,sitting,sitting,1,YELLOW
102_525,102,0.4383,sitting,sitting,1,RED
102_526,102,0.3555,sitting,sitting,1,RED
102_527,102,0.4106,sitting,sitting,1,RED
102_528,102,0.407,sitting,sitting,1,RED
102_529,102,0.3222,sitting,sitting,1,RED
102_530,102,0.3427,sitting,sitting,1,RED
102_531,102,0.326,sitting,sitting,1,RED
102_532,102,0.3656,sitting,sitting,1,RED
102_533,102,0.4326,sitting,sitting,1,RED
102_534,102,0.4111,sitting,sitting,1,RED
102_535,102,0.4143,sitting,sitting,1,RED
102_536,102,0.3799,sitting,sitting,1,RED
102_537,102,0.4335,sitting,sitting,1,RED
102_538,102,0.3905,sitting,sitting,1,RED
102_539,102,0.3766,sitting,sitting,1,RED
102_540,102,0.4163,sitting,sitting,1,RED
102_541,102,0.4156,sitting,sitting,1,RED
102_542,102,0.4287,sitting,sitting,1,RED
102_543,102,0.4434,sitting,sitting,1,RED
102_544,102,0.4438,sitting,sitting,1,RED
102_545,102,0.4601,sitting,sitting,1,YELLOW
102_546,102,0.4503,sitting,sitting,1,YELLOW
102_547,102,0.413,sitting,sitting,1,RED
102_548,102,0.4265,sitting,sitting,1,RED
102_549,102,0.456,sitting,sitting,1,YELLOW
102_550,102,0.4651,sitting,sitting,1,YELLOW
102_551,102,0.446,sitting,sitting,1,RED
102_552,102,0.4356,sitting,sitting,1,RED
102_553,102,0.4404,sitting,sitting,1,RED
102_554,102,0.4585,sitting,sitting,1,YELLOW
102_555,102,0.4548,sitting,sitting,1,YELLOW
102_556,102,0.4552,sitting,sitting,1,YELLOW
102_557,102,0.4405,sitting,sitting,1,RED
102_558,102,0.4377,sitting,sitting,1,RED
102_559,102,0.3794,sitting,sitting,1,RED
102_560,102,0.4909,sitting,sitting,1,YELLOW
102_561,102,0.5572,sitting,sitting,1,YELLOW
102_562,102,0.5484,sitting,sitting,1,YELLOW
102_563,102,0.4959,sitting,sitting,1,YELLOW
102_564,102,0.2468,sitting,sitting,1,RED
102_565,102,0.4899,sitting,sitting,1,YELLOW
102_566,102,0.4497,sitting,sitting,1,RED
102_567,102,0.5011,sitting,sitting,1,YELLOW
102_568,102,0.4589,sitting,sitting,1,YELLOW
102_569,102,0.4969,sitting,sitting,1,YELLOW
102_570,102,0.5002,sitting,sitting,1,YELLOW
102_571,102,0.51,sitting,sitting,1,YELLOW
102_572,102,0.4143,sitting,sitting,1,RED
102_573,102,0.2849,sitting,sitting,1,RED
102_574,102,0.3139,sitting,sitting,1,RED
102_575,102,0.3662,sitting,sitting,1,RED
102_576,102,0.4356,sitting,sitting,1,RED
102_577,102,0.3774,sitting,sitting,1,RED
102_578,102,0.4355,sitting,sitting,1,RED
102_579,102,0.3956,sitting,sitting,1,RED
102_580,102,0.4637,sitting,sitting,1,YELLOW
102_581,102,0.5753,sitting,sitting,1,YELLOW
102_582,102,0.597,sitting,sitting,1,YELLOW
102_583,102,0.5906,sitting,sitting,1,YELLOW
102_584,102,0.5727,sitting,sitting,1,YELLOW
102_585,102,0.58,sitting,sitting,1,YELLOW
102_586,102,0.5887,sitting,sitting,1,YELLOW
102_587,102,0.5478,sitting,sitting,1,YELLOW
102_588,102,0.5409,sitting,sitting,1,YELLOW
102_589,102,0.4941,sitting,sitting,1,YELLOW
102_590,102,0.6117,sitting,sitting,1,YELLOW
102_591,102,0.5889,sitting,sitting,1,YELLOW
102_592,102,0.4887,sitting,sitting,1,YELLOW
102_593,102,0.4539,sitting,sitting,1,YELLOW
102_594,102,0.5097,sitting,sitting,1,YELLOW
102_595,102,0.6235,sitting,sitting,1,YELLOW
102_596,102,0.6164,sitting,sitting,1,YELLOW
102_597,102,0.4765,sitting,sitting,1,YELLOW
102_598,102,0.5269,sitting,sitting,1,YELLOW
102_599,102,0.5563,sitting,sitting,1,YELLOW
102_600,102,0.6612,sitting,sitting,1,YELLOW
102_601,102,0.6764,sitting,sitting,1,YELLOW
102_602,102,0.6137,sitting,sitting,1,YELLOW
102_603,102,0.6334,sitting,sitting,1,YELLOW
102_604,102,0.6442,sitting,sitting,1,YELLOW
102_605,102,0.6168,sitting,sitting,1,YELLOW
102_606,102,0.6005,sitting,sitting,1,YELLOW
102_607,102,0.564,sitting,sitting,1,YELLOW
102_608,102,0.6228,sitting,sitting,1,YELLOW
102_609,102,0.6477,sitting,sitting,1,YELLOW
102_610,102,0.6535,sitting,sitting,1,YELLOW
102_611,102,0.6377,sitting,sitting,1,YELLOW
102_612,102,0.62,sitting,sitting,1,YELLOW
102_613,102,0.6378,sitting,sitting,1,YELLOW
102_614,102,0.6342,sitting,sitting,1,YELLOW
102_615,102,0.6478,sitting,sitting,1,YELLOW
102_616,102,0.662,sitting,sitting,1,YELLOW
102_617,102,0.6564,sitting,sitting,1,YELLOW
102_618,102,0.6635,sitting,sitting,1,YELLOW
102_619,102,0.6569,sitting,sitting,1,YELLOW
102_620,102,0.6382,sitting,sitting,1,YELLOW
102_621,102,0.6437,sitting,sitting,1,YELLOW
102_622,102,0.6475,sitting,sitting,1,YELLOW
102_623,102,0.6568,sitting,sitting,1,YELLOW
102_624,102,0.6545,sitting,sitting,1,YELLOW
102_625,102,0.6558,sitting,sitting,1,YELLOW
102_626,102,0.6361,sitting,sitting,1,YELLOW
102_627,102,0.6377,sitting,sitting,1,YELLOW
102_628,102,0.6473,sitting,sitting,1,YELLOW
102_629,102,0.6476,sitting,sitting,1,YELLOW
102_630,102,0.6411,sitting,sitting,1,YELLOW
102_631,102,0.6402,sitting,sitting,1,YELLOW
102_632,102,0.6336,sitting,sitting,1,YELLOW
102_633,102,0.6351,sitting,sitting,1,YELLOW
102_634,102,0.6401,sitting,sitting,1,YELLOW
102_635,102,0.6143,sitting,sitting,1,YELLOW
102_636,102,0.6421,sitting,sitting,1,YELLOW
102_637,102,0.5752,sitting,sitting,1,YELLOW
102_638,102,0.6368,sitting,sitting,1,YELLOW
102_639,102,0.6206,sitting,sitting,1,YELLOW
102_640,102,0.6051,sitting,sitting,1,YELLOW
102_641,102,0.6431,sitting,sitting,1,YELLOW
102_642,102,0.6246,sitting,sitting,1,YELLOW
102_643,102,0.6165,sitting,sitting,1,YELLOW
102_644,102,0.6354,sitting,sitting,1,YELLOW
102_645,102,0.6246,sitting,sitting,1,YELLOW
102_646,102,0.6265,sitting,sitting,1,YELLOW
102_647,102,0.6247,sitting,sitting,1,YELLOW
102_648,102,0.64,sitting,sitting,1,YELLOW
102_649,102,0.6386,sitting,sitting,1,YELLOW
102_650,102,0.6259,sitting,sitting,1,YELLOW
102_651,102,0.614,sitting,sitting,1,YELLOW
102_652,102,0.6227,sitting,sitting,1,YELLOW
102_653,102,0.646,sitting,sitting,1,YELLOW
102_654,102,0.6271,sitting,sitting,1,YELLOW
102_655,102,0.6169,sitting,sitting,1,YELLOW
102_656,102,0.617,sitting,sitting,1,YELLOW
102_657,102,0.6146,sitting,sitting,1,YELLOW
102_658,102,0.5789,sitting,sitting,1,YELLOW
102_659,102,0.5935,sitting,sitting,1,YELLOW
102_660,102,0.5984,sitting,sitting,1,YELLOW
102_661,102,0.594,sitting,sitting,1,YELLOW
102_662,102,0.6081,sitting,sitting,1,YELLOW
102_663,102,0.6272,sitting,sitting,1,YELLOW
102_664,102,0.594,sitting,sitting,1,YELLOW
102_665,102,0.6085,sitting,sitting,1,YELLOW
102_666,102,0.6017,sitting,sitting,1,YELLOW
102_667,102,0.5964,sitting,sitting,1,YELLOW
102_668,102,0.6095,sitting,sitting,1,YELLOW
102_669,102,0.5941,sitting,sitting,1,YELLOW
102_670,102,0.6088,sitting,sitting,1,YELLOW
102_671,102,0.6175,sitting,sitting,1,YELLOW
102_672,102,0.621,sitting,sitting,1,YELLOW
102_673,102,0.6131,sitting,sitting,1,YELLOW
102_674,102,0.6099,sitting,sitting,1,YELLOW
102_675,102,0.6085,sitting,sitting,1,YELLOW
102_676,102,0.6135,sitting,sitting,1,YELLOW
102_677,102,0.5989,sitting,sitting,1,YELLOW
102_678,102,0.6035,sitting,sitting,1,YELLOW
102_679,102,0.6201,sitting,sitting,1,YELLOW
102_680,102,0.5748,sitting,sitting,1,YELLOW
102_681,102,0.5959,sitting,sitting,1,YELLOW
102_682,102,0.5854,sitting,sitting,1,YELLOW
102_683,102,0.5732,sitting,sitting,1,YELLOW
102_684,102,0.6256,sitting,sitting,1,YELLOW
102_685,102,0.6379,sitting,sitting,1,YELLOW
102_686,102,0.6146,sitting,sitting,1,YELLOW
102_687,102,0.6069,sitting,sitting,1,YELLOW
102_688,102,0.6053,sitting,sitting,1,YELLOW
102_689,102,0.5979,sitting,sitting,1,YELLOW
102_690,102,0.5818,sitting,sitting,1,YELLOW
102_691,102,0.595,sitting,sitting,1,YELLOW
102_692,102,0.5816,sitting,sitting,1,YELLOW
102_693,102,0.5866,sitting,sitting,1,YELLOW
102_694,102,0.5668,sitting,sitting,1,YELLOW
102_695,102,0.5654,sitting,sitting,1,YELLOW
102_696,102,0.5891,sitting,sitting,1,YELLOW
102_697,102,0.5665,sitting,sitting,1,YELLOW
102_698,102,0.5302,sitting,sitting,1,YELLOW
102_699,102,0.5799,sitting,sitting,1,YELLOW
102_700,102,0.5636,sitting,sitting,1,YELLOW
102_701,102,0.5803,sitting,sitting,1,YELLOW
102_702,102,0.588,sitting,sitting,1,YELLOW
102_703,102,0.5761,sitting,sitting,1,YELLOW
102_704,102,0.5591,sitting,sitting,1,YELLOW
102_705,102,0.5779,sitting,sitting,1,YELLOW
102_706,102,0.5899,sitting,sitting,1,YELLOW
102_707,102,0.5863,sitting,sitting,1,YELLOW
102_708,102,0.5822,sitting,sitting,1,YELLOW
102_709,102,0.5014,sitting,sitting,1,YELLOW
102_710,102,0.5613,sitting,sitting,1,YELLOW
102_711,102,0.5794,sitting,sitting,1,YELLOW
102_712,102,0.5917,sitting,sitting,1,YELLOW
102_713,102,0.5807,sitting,sitting,1,YELLOW
102_714,102,0.5805,sitting,sitting,1,YELLOW
102_715,102,0.5846,sitting,sitting,1,YELLOW
102_716,102,0.5771,sitting,sitting,1,YELLOW
102_717,102,0.5664,sitting,sitting,1,YELLOW
102_718,102,0.59,sitting,sitting,1,YELLOW
102_719,102,0.6081,sitting,sitting,1,YELLOW
102_720,102,0.6055,sitting,sitting,1,YELLOW
102_721,102,0.5392,sitting,sitting,1,YELLOW
102_722,102,0.5635,sitting,sitting,1,YELLOW
102_723,102,0.5315,sitting,sitting,1,YELLOW
102_724,102,0.5612,sitting,sitting,1,YELLOW
102_725,102,0.5667,sitting,sitting,1,YELLOW
102_726,102,0.5577,sitting,sitting,1,YELLOW
102_727,102,0.5673,sitting,sitting,1,YELLOW
102_728,102,0.5748,sitting,sitting,1,YELLOW
102_729,102,0.5727,sitting,sitting,1,YELLOW
102_730,102,0.5663,sitting,sitting,1,YELLOW
102_731,102,0.566,sitting,sitting,1,YELLOW
102_732,102,0.5836,sitting,sitting,1,YELLOW
102_733,102,0.5706,sitting,sitting,1,YELLOW
102_734,102,0.5806,sitting,sitting,1,YELLOW
102_735,102,0.5586,sitting,sitting,1,YELLOW
102_736,102,0.5757,sitting,sitting,1,YELLOW
102_737,102,0.5788,sitting,sitting,1,YELLOW
102_738,102,0.6238,sitting,sitting,1,YELLOW
102_739,102,0.6253,sitting,sitting,1,YELLOW
102_740,102,0.6225,sitting,sitting,1,YELLOW
102_741,102,0.6209,sitting,sitting,1,YELLOW
102_742,102,0.6162,sitting,sitting,1,YELLOW
102_743,102,0.6029,sitting,sitting,1,YELLOW
102_744,102,0.5914,sitting,sitting,1,YELLOW
102_745,102,0.5425,sitting,sitting,1,YELLOW
102_746,102,0.5975,sitting,sitting,1,YELLOW
102_747,102,0.6061,sitting,sitting,1,YELLOW
102_748,102,0.6178,sitting,sitting,1,YELLOW
102_749,102,0.6063,sitting,sitting,1,YELLOW
102_750,102,0.6128,sitting,sitting,1,YELLOW
102_751,102,0.5737,sitting,sitting,1,YELLOW
102_752,102,0.5818,sitting,sitting,1,YELLOW
102_753,102,0.5868,sitting,sitting,1,YELLOW
102_754,102,0.5676,sitting,sitting,1,YELLOW
102_755,102,0.5512,sitting,sitting,1,YELLOW
102_756,102,0.5804,sitting,sitting,1,YELLOW
102_757,102,0.5767,sitting,sitting,1,YELLOW
102_758,102,0.5736,sitting,sitting,1,YELLOW
102_759,102,0.5736,sitting,sitting,1,YELLOW
102_760,102,0.5759,sitting,sitting,1,YELLOW
102_761,102,0.5823,sitting,sitting,1,YELLOW
102_762,102,0.5861,sitting,sitting,1,YELLOW
102_763,102,0.5462,sitting,sitting,1,YELLOW
102_764,102,0.5769,sitting,sitting,1,YELLOW
102_765,102,0.5791,sitting,sitting,1,YELLOW
102_766,102,0.5476,sitting,sitting,1,YELLOW
102_767,102,0.5881,sitting,sitting,1,YELLOW
102_768,102,0.5822,sitting,sitting,1,YELLOW
102_769,102,0.5908,sitting,sitting,1,YELLOW
102_770,102,0.5968,sitting,sitting,1,YELLOW
102_771,102,0.5864,sitting,sitting,1,YELLOW
102_772,102,0.5869,sitting,sitting,1,YELLOW
102_773,102,0.5798,sitting,sitting,1,YELLOW
102_774,102,0.5746,sitting,sitting,1,YELLOW
102_775,102,0.5588,sitting,sitting,1,YELLOW
102_776,102,0.5476,sitting,sitting,1,YELLOW
102_777,102,0.5859,sitting,sitting,1,YELLOW
102_778,102,0.5933,sitting,sitting,1,YELLOW
102_779,102,0.5897,sitting,sitting,1,YELLOW
102_780,102,0.5953,sitting,sitting,1,YELLOW
102_781,102,0.5775,sitting,sitting,1,YELLOW
102_782,102,0.5844,sitting,sitting,1,YELLOW
102_783,102,0.5357,sitting,sitting,1,YELLOW
102_784,102,0.5389,sitting,sitting,1,YELLOW
102_785,102,0.6181,sitting,sitting,1,YELLOW
102_786,102,0.4927,sitting,sitting,1,YELLOW
102_787,102,0.4309,sitting,sitting,1,RED
102_788,102,0.2925,vacuuming,sitting,0,RED
102_789,102,0.3944,vacuuming,sitting,0,RED
102_790,102,0.2776,sitting,sitting,1,RED
102_791,102,0.4793,sitting,sitting,1,YELLOW
102_792,102,0.6807,sitting,sitting,1,YELLOW
102_793,102,0.7114,sitting,sitting,1,YELLOW
102_794,102,0.7354,sitting,sitting,1,YELLOW
102_795,102,0.7358,sitting,sitting,1,YELLOW
102_796,102,0.6027,sitting,sitting,1,YELLOW
102_797,102,0.606,sitting,sitting,1,YELLOW
102_798,102,0.5684,sitting,sitting,1,YELLOW
102_799,102,0.6981,sitting,sitting,1,YELLOW
102_800,102,0.7075,sitting,sitting,1,YELLOW
102_801,102,0.6281,sitting,sitting,1,YELLOW
102_802,102,0.4746,sitting,sitting,1,YELLOW
102_803,102,0.5143,sitting,sitting,1,YELLOW
102_804,102,0.3919,sitting,sitting,1,RED
102_805,102,0.3822,sitting,sitting,1,RED
102_806,102,0.35,sitting,sitting,1,RED
102_807,102,0.3007,sitting,sitting,1,RED
102_808,102,0.5289,sitting,sitting,1,YELLOW
102_809,102,0.5419,sitting,sitting,1,YELLOW
102_810,102,0.4628,sitting,sitting,1,YELLOW
102_811,102,0.5775,sitting,sitting,1,YELLOW
102_812,102,0.5713,sitting,sitting,1,YELLOW
102_813,102,0.5787,sitting,sitting,1,YELLOW
102_814,102,0.5629,sitting,sitting,1,YELLOW
102_815,102,0.4932,sitting,sitting,1,YELLOW
102_816,102,0.5881,sitting,sitting,1,YELLOW
102_817,102,0.62,sitting,sitting,1,YELLOW
102_818,102,0.5219,sitting,sitting,1,YELLOW
102_819,102,0.4304,sitting,sitting,1,RED
102_820,102,0.3157,sitting,sitting,1,RED
102_821,102,0.5561,sitting,sitting,1,YELLOW
102_822,102,0.5232,sitting,sitting,1,YELLOW
102_823,102,0.6918,sitting,sitting,1,YELLOW
102_824,102,0.6687,sitting,sitting,1,YELLOW
102_825,102,0.6366,sitting,sitting,1,YELLOW
102_826,102,0.7169,sitting,sitting,1,YELLOW
102_827,102,0.6896,sitting,sitting,1,YELLOW
102_828,102,0.55,sitting,sitting,1,YELLOW
102_829,102,0.4787,sitting,sitting,1,YELLOW
102_830,102,0.5947,sitting,sitting,1,YELLOW
102_831,102,0.6457,sitting,sitting,1,YELLOW
102_832,102,0.7185,sitting,sitting,1,YELLOW
102_833,102,0.7903,sitting,sitting,1,GREEN
102_834,102,0.7886,sitting,sitting,1,GREEN
102_835,102,0.7766,sitting,sitting,1,GREEN
102_836,102,0.7704,sitting,sitting,1,GREEN
102_837,102,0.7471,sitting,sitting,1,YELLOW
102_838,102,0.7589,sitting,sitting,1,GREEN
102_839,102,0.5344,sitting,sitting,1,YELLOW
102_840,102,0.3647,sitting,sitting,1,RED
102_841,102,0.3197,sitting,sitting,1,RED
102_842,102,0.2529,ironing,sitting,0,RED
102_843,102,0.2901,sitting,sitting,1,RED
102_844,102,0.3645,sitting,sitting,1,RED
102_845,102,0.3316,sitting,sitting,1,RED
102_846,102,0.4053,cycling,sitting,0,RED
102_847,102,0.3633,sitting,sitting,1,RED
102_848,102,0.2797,sitting,sitting,1,RED
102_849,102,0.3744,vacuuming,sitting,0,RED
102_850,102,0.3646,vacuuming,sitting,0,RED
102_851,102,0.3602,sitting,sitting,1,RED
102_852,102,0.571,sitting,sitting,1,YELLOW
102_853,102,0.368,sitting,sitting,1,RED
102_854,102,0.2855,vacuuming,sitting,0,RED
102_855,102,0.4013,vacuuming,sitting,0,RED
102_856,102,0.2898,vacuuming,sitting,0,RED
102_857,102,0.3898,sitting,sitting,1,RED
102_858,102,0.4559,sitting,sitting,1,YELLOW
102_859,102,0.4876,sitting,sitting,1,YELLOW
102_860,102,0.4916,sitting,sitting,1,YELLOW
102_861,102,0.4038,vacuuming,sitting,0,RED
102_862,102,0.4694,vacuuming,sitting,0,YELLOW
102_863,102,0.4014,vacuuming,sitting,0,RED
102_864,102,0.444,sitting,sitting,1,RED
102_865,102,0.5909,sitting,sitting,1,YELLOW
102_866,102,0.3566,sitting,sitting,1,RED
102_867,102,0.3455,vacuuming,sitting,0,RED
102_868,102,0.4613,vacuuming,sitting,0,YELLOW
102_869,102,0.2839,vacuuming,sitting,0,RED
102_870,102,0.3037,sitting,sitting,1,RED
102_871,102,0.3807,sitting,sitting,1,RED
102_872,102,0.4115,sitting,sitting,1,RED
102_873,102,0.4349,sitting,sitting,1,RED
102_874,102,0.1854,sitting,sitting,1,RED
102_875,102,0.2173,standing,sitting,0,RED
102_876,102,0.2645,standing,sitting,0,RED
102_877,102,0.3024,nordic_walk,sitting,0,RED
102_878,102,0.5261,sitting,sitting,1,YELLOW
102_879,102,0.4526,sitting,sitting,1,YELLOW
102_880,102,0.5384,sitting,sitting,1,YELLOW
102_881,102,0.4169,sitting,sitting,1,RED
102_882,102,0.4311,vacuuming,sitting,0,RED
102_883,102,0.2647,vacuuming,sitting,0,RED
102_884,102,0.2506,sitting,sitting,1,RED
102_885,102,0.4798,sitting,sitting,1,YELLOW
102_886,102,0.4709,sitting,sitting,1,YELLOW
102_887,102,0.5417,sitting,sitting,1,YELLOW
102_888,102,0.3887,sitting,sitting,1,RED
102_889,102,0.3366,sitting,sitting,1,RED
102_890,102,0.3611,sitting,sitting,1,RED
102_891,102,0.2638,stairs_down,sitting,0,RED
102_892,102,0.4821,vacuuming,sitting,0,YELLOW
102_893,102,0.6978,vacuuming,sitting,0,YELLOW
102_894,102,0.7665,vacuuming,sitting,0,GREEN
102_895,102,0.5661,vacuuming,sitting,0,YELLOW
102_896,102,0.4833,vacuuming,sitting,0,YELLOW
102_897,102,0.2737,vacuuming,sitting,0,RED
102_898,102,0.3438,stairs_down,sitting,0,RED
102_899,102,0.3528,standing,sitting,0,RED
102_900,102,0.4147,standing,sitting,0,RED
102_901,102,0.4519,standing,sitting,0,YELLOW
102_902,102,0.5775,standing,sitting,0,YELLOW
102_903,102,0.6858,standing,sitting,0,YELLOW
102_904,102,0.635,standing,sitting,0,YELLOW
102_905,102,0.5893,standing,sitting,0,YELLOW
102_906,102,0.4929,standing,sitting,0,YELLOW
102_907,102,0.5609,standing,sitting,0,YELLOW
102_908,102,0.5418,standing,sitting,0,YELLOW
102_909,102,0.4575,standing,standing,1,YELLOW
102_910,102,0.4924,standing,standing,1,YELLOW
102_911,102,0.4908,standing,standing,1,YELLOW
102_912,102,0.4382,standing,standing,1,RED
102_913,102,0.5554,standing,standing,1,YELLOW
102_914,102,0.6053,standing,standing,1,YELLOW
102_915,102,0.4949,standing,standing,1,YELLOW
102_916,102,0.5159,standing,standing,1,YELLOW
102_917,102,0.5261,standing,standing,1,YELLOW
102_918,102,0.4655,standing,standing,1,YELLOW
102_919,102,0.4493,standing,standing,1,RED
102_920,102,0.4716,standing,standing,1,YELLOW
102_921,102,0.5648,standing,standing,1,YELLOW
102_922,102,0.3967,standing,standing,1,RED
102_923,102,0.5527,vacuuming,standing,0,YELLOW
102_924,102,0.4347,vacuuming,standing,0,RED
102_925,102,0.462,vacuuming,standing,0,YELLOW
102_926,102,0.4188,vacuuming,standing,0,RED
102_927,102,0.3435,ironing,standing,0,RED
102_928,102,0.5792,standing,standing,1,YELLOW
102_929,102,0.5656,standing,standing,1,YELLOW
102_930,102,0.6027,standing,standing,1,YELLOW
102_931,102,0.5551,standing,standing,1,YELLOW
102_932,102,0.5255,standing,standing,1,YELLOW
102_933,102,0.5154,standing,standing,1,YELLOW
102_934,102,0.4445,standing,standing,1,RED
102_935,102,0.3996,standing,standing,1,RED
102_936,102,0.3606,vacuuming,standing,0,RED
102_937,102,0.5069,ironing,standing,0,YELLOW
102_938,102,0.5469,ironing,standing,0,YELLOW
102_939,102,0.4385,vacuuming,standing,0,RED
102_940,102,0.2947,ironing,standing,0,RED
102_941,102,0.455,ironing,standing,0,YELLOW
102_942,102,0.4799,ironing,standing,0,YELLOW
102_943,102,0.4396,ironing,standing,0,RED
102_944,102,0.5016,ironing,standing,0,YELLOW
102_945,102,0.6031,ironing,standing,0,YELLOW
102_946,102,0.5574,ironing,standing,0,YELLOW
102_947,102,0.4102,ironing,standing,0,RED
102_948,102,0.4472,standing,standing,1,RED
102_949,102,0.4745,standing,standing,1,YELLOW
102_950,102,0.4306,standing,standing,1,RED
102_951,102,0.451,standing,standing,1,YELLOW
102_952,102,0.3986,standing,standing,1,RED
102_953,102,0.3368,standing,standing,1,RED
102_954,102,0.4453,ironing,standing,0,RED
102_955,102,0.4738,ironing,standing,0,YELLOW
102_956,102,0.2565,standing,standing,1,RED
102_957,102,0.2945,standing,standing,1,RED
102_958,102,0.2963,standing,standing,1,RED
